"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Acebutolol|Plasma (Peripheral Venous Blood) [µmol/l]"
18,1515,0.04230946
18,1530,0.04152277
18,1545,0.04075266
18,1560,0.03999852
18,1575,0.03925979
18,1590,0.03853595
18,1605,0.0378265
18,1620,0.03713096
18,1635,0.03644888
18,1650,0.03577983
18,1665,0.03512344
18,1680,0.0344793
18,1695,0.03384706
18,1710,0.03322639
18,1725,0.03261697
18,1740,0.03201848
18,1755,0.03143063
18,1770,0.03085316
18,1785,0.0302858
18,1800,0.02972831
18,1815,0.02918045
18,1830,0.028642
18,1845,0.02811275
18,1860,0.02759248
18,1875,0.02708102
18,1890,0.02657817
18,1905,0.02608377
18,1920,0.02559764
19,0,0
19,3,1.470189E-06
19,6,6.491003E-05
19,9,0.0004418202
19,12,0.00155093
19,15,0.003883414
19,18,0.007912856
19,21,0.01403134
19,24,0.02251883
19,27,0.03353728
19,30,0.04713853
19,33,0.06327865
19,36,0.081834
19,39,0.1026171
19,42,0.1253917
19,45,0.1498873
19,48,0.1758116
19,51,0.2028619
19,54,0.2307348
19,57,0.2591334
19,60,0.2877734
19,63,0.3163877
19,66,0.3447291
19,69,0.3725726
19,72,0.3997168
19,75,0.4259843
19,78,0.4512217
19,81,0.4752996
19,84,0.4981113
19,87,0.5195721
19,90,0.5396177
19,93,0.558203
19,96,0.5753008
19,99,0.5908991
19,102,0.6050006
19,105,0.6176206
19,108,0.6287853
19,111,0.6385305
19,114,0.6468998
19,117,0.6539434
19,120,0.659717
19,135,0.671712
19,150,0.6615836
19,165,0.6370459
19,180,0.6044048
19,195,0.568265
19,210,0.5316861
19,225,0.4965105
19,240,0.4637108
19,255,0.4336852
19,270,0.406481
19,285,0.3819511
19,300,0.3598559
19,315,0.3399254
19,330,0.3218938
19,345,0.3055179
19,360,0.2905833
19,375,0.2769058
19,390,0.2643296
19,405,0.2527234
19,420,0.2419769
19,435,0.2319973
19,450,0.2227059
19,465,0.2140357
19,480,0.2059292
19,495,0.1983364
19,510,0.1912135
19,525,0.184522
19,540,0.1782275
19,555,0.1722992
19,570,0.1667095
19,585,0.1614332
19,600,0.1564477
19,615,0.1517321
19,630,0.1472676
19,645,0.1430368
19,660,0.1390241
19,675,0.1352148
19,690,0.1315959
19,705,0.128155
19,720,0.1248811
19,735,0.1217639
19,750,0.1187938
19,765,0.115962
19,780,0.1132603
19,795,0.1106811
19,810,0.1082172
19,825,0.1058618
19,840,0.1036085
19,855,0.1014514
19,870,0.09938479
19,885,0.09740327
19,900,0.09550173
19,915,0.09367537
19,930,0.09191963
19,945,0.09023017
19,960,0.08860294
19,975,0.08703404
19,990,0.08551987
19,1005,0.08405698
19,1020,0.08264217
19,1035,0.08127239
19,1050,0.07994479
19,1065,0.07865672
19,1080,0.07740567
19,1095,0.0761893
19,1110,0.07500543
19,1125,0.07385201
19,1140,0.07272714
19,1155,0.07162903
19,1170,0.07055605
19,1185,0.06950666
19,1200,0.06847943
19,1215,0.06747302
19,1230,0.06648622
19,1245,0.06551788
19,1260,0.06456695
19,1275,0.06363247
19,1290,0.06271353
19,1305,0.06180931
19,1320,0.06091904
19,1335,0.06004203
19,1350,0.05917763
19,1365,0.05832525
19,1380,0.05748435
19,1395,0.05665443
19,1410,0.05583505
19,1425,0.05502577
19,1440,0.05422625
19,1455,0.05343612
19,1470,0.05265509
19,1485,0.05188288
19,1500,0.05111922
19,1515,0.0503639
19,1530,0.0496167
19,1545,0.04887745
19,1560,0.04814598
19,1575,0.04742214
19,1590,0.0467058
19,1605,0.04599686
19,1620,0.04529519
19,1635,0.04460072
19,1650,0.04391336
19,1665,0.04323305
19,1680,0.04255973
19,1695,0.04189334
19,1710,0.04123384
19,1725,0.04058119
19,1740,0.03993535
19,1755,0.03929631
19,1770,0.03866403
19,1785,0.0380385
19,1800,0.0374197
19,1815,0.0368076
19,1830,0.03620221
19,1845,0.03560352
19,1860,0.0350115
19,1875,0.03442616
19,1890,0.03384748
19,1905,0.03327547
19,1920,0.03271011
20,0,0
20,3,2.020171E-06
20,6,7.839851E-05
20,9,0.0005116725
20,12,0.001766951
20,15,0.004381421
20,18,0.008857763
20,21,0.01559502
20,24,0.02485486
20,27,0.03675159
20,30,0.05125792
20,33,0.06822335
20,36,0.08740017
20,39,0.108471
20,42,0.131074
20,45,0.1548237
20,48,0.1793277
20,51,0.2042012
20,54,0.229078
20,57,0.2536195
20,60,0.2775207
20,63,0.3005152
20,66,0.3223771
20,69,0.342922
20,72,0.362006
20,75,0.3795243
20,78,0.395408
20,81,0.4096213
20,84,0.4221576
20,87,0.4330356
20,90,0.4422955
20,93,0.4499955
20,96,0.4562078
20,99,0.4610153
20,102,0.464509
20,105,0.4667851
20,108,0.4679425
20,111,0.4680809
20,114,0.4672993
20,117,0.4656942
20,120,0.463359
20,135,0.4436746
20,150,0.4168588
20,165,0.3887278
20,180,0.3623771
20,195,0.3390896
20,210,0.319111
20,225,0.302181
20,240,0.2878495
20,255,0.2756425
20,270,0.2651358
20,285,0.2559797
20,300,0.2478984
20,315,0.2406798
20,330,0.234163
20,345,0.2282264
20,360,0.2227776
20,375,0.2177457
20,390,0.2130758
20,405,0.2087243
20,420,0.2046562
20,435,0.2008425
20,450,0.1972591
20,465,0.1938852
20,480,0.1907027
20,495,0.1876958
20,510,0.1848502
20,525,0.1821531
20,540,0.179593
20,555,0.1771592
20,570,0.1748421
20,585,0.1726329
20,600,0.1705233
20,615,0.168506
20,630,0.1665742
20,645,0.1647215
20,660,0.1629424
20,675,0.1612315
20,690,0.1595842
20,705,0.1579961
20,720,0.1564631
20,735,0.1549816
20,750,0.1535483
20,765,0.15216
20,780,0.1508138
20,795,0.149507
20,810,0.1482369
20,825,0.1470012
20,840,0.1457976
20,855,0.1446238
20,870,0.1434778
20,885,0.1423575
20,900,0.141261
20,915,0.1401865
20,930,0.1391322
20,945,0.1380963
20,960,0.1370774
20,975,0.1360738
20,990,0.1350841
20,1005,0.1341068
20,1020,0.1331408
20,1035,0.1321847
20,1050,0.1312374
20,1065,0.1302977
20,1080,0.1293647
20,1095,0.1284374
20,1110,0.1275149
20,1125,0.1265964
20,1140,0.1256811
20,1155,0.1247682
20,1170,0.1238573
20,1185,0.1229475
20,1200,0.1220386
20,1215,0.1211298
20,1230,0.1202208
20,1245,0.1193112
20,1260,0.1184007
20,1275,0.117489
20,1290,0.1165757
20,1305,0.1156607
20,1320,0.1147437
20,1335,0.1138247
20,1350,0.1129034
20,1365,0.1119798
20,1380,0.1110539
20,1395,0.1101255
20,1410,0.1091947
20,1425,0.1082614
20,1440,0.1073258
20,1455,0.1063878
20,1470,0.1054475
20,1485,0.104505
20,1500,0.1035604
20,1515,0.1026138
20,1530,0.1016653
20,1545,0.1007152
20,1560,0.09976342
20,1575,0.09881027
20,1590,0.09785587
20,1605,0.09690042
20,1620,0.09594408
20,1635,0.09498706
20,1650,0.09402955
20,1665,0.09307174
20,1680,0.09211385
20,1695,0.09115609
20,1710,0.09019865
20,1725,0.08924176
20,1740,0.08828562
20,1755,0.08733047
20,1770,0.0863765
20,1785,0.08542392
20,1800,0.08447298
20,1815,0.08352385
20,1830,0.08257677
20,1845,0.08163194
20,1860,0.08068956
20,1875,0.07974985
20,1890,0.07881301
20,1905,0.07787923
20,1920,0.07694871
21,0,0
21,3,3.056919E-06
21,6,0.0001100053
21,9,0.0006813133
21,12,0.002259175
21,15,0.005446566
21,18,0.01080821
21,21,0.01880053
21,24,0.02973685
21,27,0.04378101
21,30,0.06095731
21,33,0.08116876
21,36,0.1042188
21,39,0.1298329
21,42,0.1576798
21,45,0.1873899
21,48,0.2185731
21,51,0.2508333
21,54,0.2837817
21,57,0.317046
21,60,0.3502783
21,63,0.3831603
21,66,0.4154067
21,69,0.4467666
21,72,0.4770242
21,75,0.5059977
21,78,0.5335382
21,81,0.5595279
21,84,0.5838777
21,87,0.6065249
21,90,0.6274303
21,93,0.646576
21,96,0.6639631
21,99,0.6796083
21,102,0.6935426
21,105,0.7058086
21,108,0.7164589
21,111,0.7255535
21,114,0.7331588
21,117,0.7393462
21,120,0.7441901
21,135,0.7509682
21,150,0.7356175
21,165,0.7065191
21,180,0.6701642
21,195,0.6311148
21,210,0.5923017
21,225,0.5554209
21,240,0.521308
21,255,0.4902435
21,270,0.4621782
21,285,0.4368889
21,300,0.414078
21,315,0.3934342
21,330,0.3746642
21,345,0.3575079
21,360,0.3417431
21,375,0.327184
21,390,0.3136771
21,405,0.3010965
21,420,0.2893387
21,435,0.2783186
21,450,0.2679649
21,465,0.2582181
21,480,0.2490271
21,495,0.2403481
21,510,0.2321427
21,525,0.2243771
21,540,0.2170209
21,555,0.2100469
21,570,0.2034305
21,585,0.1971492
21,600,0.1911825
21,615,0.1855113
21,630,0.1801185
21,645,0.1749879
21,660,0.1701047
21,675,0.1654553
21,690,0.1610267
21,705,0.1568071
21,720,0.1527854
21,735,0.1489511
21,750,0.1452944
21,765,0.1418059
21,780,0.138477
21,795,0.1352991
21,810,0.1322645
21,825,0.1293656
21,840,0.1265951
21,855,0.1239462
21,870,0.1214123
21,885,0.1189872
21,900,0.1166649
21,915,0.1144397
21,930,0.1123061
21,945,0.1102592
21,960,0.1082938
21,975,0.1064053
21,990,0.1045894
21,1005,0.1028417
21,1020,0.1011583
21,1035,0.09953545
21,1050,0.09796952
21,1065,0.09645712
21,1080,0.09499507
21,1095,0.09358034
21,1110,0.09221005
21,1125,0.09088155
21,1140,0.08959227
21,1155,0.08833984
21,1170,0.08712199
21,1185,0.08593662
21,1200,0.08478176
21,1215,0.08365553
21,1230,0.08255619
21,1245,0.08148209
21,1260,0.0804317
21,1275,0.07940358
21,1290,0.07839639
21,1305,0.07740887
21,1320,0.07643984
21,1335,0.07548822
21,1350,0.07455297
21,1365,0.07363316
21,1380,0.07272789
21,1395,0.07183634
21,1410,0.07095777
21,1425,0.07009145
21,1440,0.06923673
21,1455,0.068393
21,1470,0.06755971
21,1485,0.06673634
21,1500,0.06592242
21,1515,0.0651175
21,1530,0.06432119
21,1545,0.06353311
21,1560,0.06275294
21,1575,0.06198036
21,1590,0.06121509
21,1605,0.06045688
21,1620,0.05970549
21,1635,0.05896073
21,1650,0.05822239
21,1665,0.05749032
21,1680,0.05676436
21,1695,0.05604437
21,1710,0.05533024
21,1725,0.05462186
21,1740,0.05391914
21,1755,0.053222
21,1770,0.05253036
21,1785,0.05184417
21,1800,0.05116338
21,1815,0.05048794
21,1830,0.04981782
21,1845,0.049153
21,1860,0.04849345
21,1875,0.04783915
21,1890,0.0471901
21,1905,0.04654629
21,1920,0.04590771
22,0,0
22,3,9.888779E-07
22,6,4.137948E-05
22,9,0.0002785927
22,12,0.000982621
22,15,0.002490634
22,18,0.005153669
22,21,0.009286246
22,24,0.01513062
22,27,0.02283825
22,30,0.0324655
22,33,0.04397986
22,36,0.05727253
22,39,0.07217409
22,42,0.08847145
22,45,0.1059241
22,48,0.1242791
22,51,0.1432828
22,54,0.1626911
22,57,0.1822758
22,60,0.2018291
22,63,0.2211661
22,66,0.2401258
22,69,0.258571
22,72,0.2763869
22,75,0.2934801
22,78,0.3097764
22,81,0.3252194
22,84,0.3397681
22,87,0.3533954
22,90,0.3660862
22,93,0.3778357
22,96,0.3886479
22,99,0.3985341
22,102,0.407512
22,105,0.4156043
22,108,0.4228378
22,111,0.4292425
22,114,0.4348511
22,117,0.4396981
22,120,0.443819
22,135,0.4548205
22,150,0.4531067
22,165,0.4427142
22,180,0.4269052
22,195,0.408133
22,210,0.388135
22,225,0.3680694
22,240,0.3486561
22,255,0.3303
22,270,0.3131908
22,285,0.2973787
22,300,0.2828301
22,315,0.2694647
22,330,0.257181
22,345,0.2458718
22,360,0.2354334
22,375,0.2257704
22,390,0.2167977
22,405,0.2084408
22,420,0.2006352
22,435,0.1933258
22,450,0.1864652
22,465,0.1800126
22,480,0.1739331
22,495,0.1681962
22,510,0.1627754
22,525,0.1576474
22,540,0.1527914
22,555,0.1481891
22,570,0.1438237
22,585,0.1396801
22,600,0.1357447
22,615,0.1320048
22,630,0.1284488
22,645,0.125066
22,660,0.1218465
22,675,0.1187812
22,690,0.1158615
22,705,0.1130795
22,720,0.1104277
22,735,0.1078991
22,750,0.1054873
22,765,0.1031862
22,780,0.10099
22,795,0.09889322
22,810,0.09689077
22,825,0.09497777
22,840,0.09314961
22,855,0.09140189
22,870,0.08973042
22,885,0.08813122
22,900,0.08660048
22,915,0.08513456
22,930,0.08373
22,945,0.08238348
22,960,0.08109184
22,975,0.07985207
22,990,0.07866128
22,1005,0.07751671
22,1020,0.07641577
22,1035,0.07535594
22,1050,0.07433486
22,1065,0.07335027
22,1080,0.0724
22,1095,0.07148204
22,1110,0.07059444
22,1125,0.06973536
22,1140,0.06890307
22,1155,0.0680959
22,1170,0.06731231
22,1185,0.06655081
22,1200,0.06581001
22,1215,0.06508859
22,1230,0.06438532
22,1245,0.06369901
22,1260,0.06302857
22,1275,0.06237295
22,1290,0.06173117
22,1305,0.06110232
22,1320,0.06048553
22,1335,0.05987998
22,1350,0.05928494
22,1365,0.05869967
22,1380,0.05812352
22,1395,0.05755586
22,1410,0.05699612
22,1425,0.05644375
22,1440,0.05589826
22,1455,0.05535917
22,1470,0.05482605
22,1485,0.05429849
22,1500,0.05377613
22,1515,0.05325861
22,1530,0.05274563
22,1545,0.05223688
22,1560,0.0517321
22,1575,0.05123105
22,1590,0.05073349
22,1605,0.05023922
22,1620,0.04974806
22,1635,0.04925984
22,1650,0.0487744
22,1665,0.04829161
22,1680,0.04781135
22,1695,0.0473335
22,1710,0.04685798
22,1725,0.04638469
22,1740,0.04591357
22,1755,0.04544454
22,1770,0.04497757
22,1785,0.04451261
22,1800,0.04404961
22,1815,0.04358856
22,1830,0.04312942
22,1845,0.0426722
22,1860,0.04221687
22,1875,0.04176344
22,1890,0.04131191
22,1905,0.04086228
22,1920,0.04041458
23,0,0
23,3,2.223521E-06
23,6,9.098298E-05
23,9,0.0006175392
23,12,0.002200681
23,15,0.005594428
23,18,0.01153532
23,21,0.02062988
23,24,0.03328981
23,27,0.04970458
23,30,0.06984431
23,33,0.09348581
23,36,0.1202517
23,39,0.1496525
23,42,0.181127
23,45,0.2140766
23,48,0.2478964
23,51,0.2819996
23,54,0.3158374
23,57,0.3489132
23,60,0.3807925
23,63,0.4111081
23,66,0.4395621
23,69,0.4659245
23,72,0.4900299
23,75,0.5117724
23,78,0.5310998
23,81,0.5480065
23,84,0.5625271
23,87,0.5747297
23,90,0.5847092
23,93,0.5925811
23,96,0.5984761
23,99,0.6025356
23,102,0.604907
23,105,0.6057404
23,108,0.6051852
23,111,0.6033884
23,114,0.6004918
23,117,0.596631
23,120,0.591934
23,135,0.5597984
23,150,0.5210514
23,165,0.4825057
23,180,0.447393
23,195,0.4167772
23,210,0.390598
23,225,0.3683185
23,240,0.3492757
23,255,0.3328442
23,270,0.3184964
23,285,0.305813
23,300,0.2944701
23,315,0.2842222
23,330,0.2748834
23,345,0.2663126
23,360,0.2584016
23,375,0.2510661
23,390,0.2442393
23,405,0.2378673
23,420,0.2319053
23,435,0.2263159
23,450,0.2210667
23,465,0.2161296
23,480,0.2114798
23,495,0.2070948
23,510,0.2029545
23,525,0.1990405
23,540,0.195336
23,555,0.1918254
23,570,0.1884946
23,585,0.1853303
23,600,0.1823204
23,615,0.1794535
23,630,0.1767193
23,645,0.1741083
23,660,0.1716115
23,675,0.1692208
23,690,0.1669289
23,705,0.1647287
23,720,0.1626141
23,735,0.1605792
23,750,0.1586188
23,765,0.1567279
23,780,0.154902
23,795,0.1531369
23,810,0.1514287
23,825,0.1497736
23,840,0.1481683
23,855,0.1466094
23,870,0.145094
23,885,0.143619
23,900,0.1421818
23,915,0.1407796
23,930,0.13941
23,945,0.1380706
23,960,0.1367591
23,975,0.1354734
23,990,0.1342116
23,1005,0.1329716
23,1020,0.1317517
23,1035,0.1305502
23,1050,0.1293655
23,1065,0.128196
23,1080,0.1270406
23,1095,0.1258977
23,1110,0.1247663
23,1125,0.1236452
23,1140,0.1225334
23,1155,0.1214299
23,1170,0.1203339
23,1185,0.1192445
23,1200,0.1181611
23,1215,0.1170829
23,1230,0.1160094
23,1245,0.1149401
23,1260,0.1138744
23,1275,0.112812
23,1290,0.1117524
23,1305,0.1106953
23,1320,0.1096405
23,1335,0.1085877
23,1350,0.1075366
23,1365,0.1064872
23,1380,0.1054393
23,1395,0.1043927
23,1410,0.1033474
23,1425,0.1023034
23,1440,0.1012606
23,1455,0.1002191
23,1470,0.09917884
23,1485,0.09813985
23,1500,0.09710223
23,1515,0.09606604
23,1530,0.09503138
23,1545,0.09399834
23,1560,0.09296705
23,1575,0.09193762
23,1590,0.0909102
23,1605,0.08988493
23,1620,0.08886196
23,1635,0.08784144
23,1650,0.08682355
23,1665,0.08580844
23,1680,0.08479629
23,1695,0.08378728
23,1710,0.08278157
23,1725,0.08177935
23,1740,0.08078079
23,1755,0.07978608
23,1770,0.07879539
23,1785,0.07780889
23,1800,0.07682678
23,1815,0.07584922
23,1830,0.07487638
23,1845,0.07390844
23,1860,0.07294556
23,1875,0.07198792
23,1890,0.07103565
23,1905,0.07008895
23,1920,0.06914794
24,0,0
24,3,1.558766E-06
24,6,6.667837E-05
24,9,0.0004722972
24,12,0.001753872
24,15,0.004631681
24,18,0.009874386
24,21,0.01816001
24,24,0.02997086
24,27,0.04553545
24,30,0.06481853
24,33,0.08755229
24,36,0.1132936
24,39,0.1414893
24,42,0.1715354
24,45,0.2028257
24,48,0.2347846
24,51,0.2668873
24,54,0.2986729
24,57,0.3297485
24,60,0.359789
24,63,0.3885338
24,66,0.4157814
24,69,0.4413836
24,72,0.4652385
24,75,0.4872843
24,78,0.5074935
24,81,0.5258669
24,84,0.5424285
24,87,0.5572212
24,90,0.5703031
24,93,0.5817434
24,96,0.5916198
24,99,0.6000165
24,102,0.6070207
24,105,0.612722
24,108,0.6172104
24,111,0.6205753
24,114,0.6229044
24,117,0.6242827
24,120,0.6247922
24,135,0.6169205
24,150,0.5973952
24,165,0.5720282
24,180,0.544542
24,195,0.5171328
24,210,0.490978
24,225,0.466619
24,240,0.4442254
24,255,0.4237638
24,270,0.4051015
24,285,0.3880662
24,300,0.3724789
24,315,0.35817
24,330,0.3449872
24,345,0.3327968
24,360,0.3214841
24,375,0.3109509
24,390,0.3011136
24,405,0.2919012
24,420,0.283253
24,435,0.275117
24,450,0.2674485
24,465,0.2602083
24,480,0.2533626
24,495,0.2468812
24,510,0.2407374
24,525,0.2349073
24,540,0.2293696
24,555,0.2241045
24,570,0.2190945
24,585,0.2143231
24,600,0.2097756
24,615,0.205438
24,630,0.2012978
24,645,0.1973432
24,660,0.1935632
24,675,0.1899478
24,690,0.1864876
24,705,0.1831739
24,720,0.1799986
24,735,0.176954
24,750,0.1740331
24,765,0.1712293
24,780,0.1685363
24,795,0.1659482
24,810,0.1634596
24,825,0.161065
24,840,0.1587596
24,855,0.1565385
24,870,0.1543973
24,885,0.1523317
24,900,0.1503374
24,915,0.1484107
24,930,0.1465476
24,945,0.1447447
24,960,0.1429984
24,975,0.1413056
24,990,0.139663
24,1005,0.1380677
24,1020,0.1365169
24,1035,0.1350078
24,1050,0.133538
24,1065,0.1321048
24,1080,0.1307061
24,1095,0.1293396
24,1110,0.1280033
24,1125,0.1266952
24,1140,0.1254135
24,1155,0.1241563
24,1170,0.1229221
24,1185,0.1217093
24,1200,0.1205165
24,1215,0.1193422
24,1230,0.1181853
24,1245,0.1170444
24,1260,0.1159185
24,1275,0.1148066
24,1290,0.1137076
24,1305,0.1126206
24,1320,0.1115448
24,1335,0.1104794
24,1350,0.1094237
24,1365,0.1083771
24,1380,0.1073388
24,1395,0.1063083
24,1410,0.1052851
24,1425,0.1042688
24,1440,0.1032588
24,1455,0.1022548
24,1470,0.1012565
24,1485,0.1002634
24,1500,0.09927534
24,1515,0.09829202
24,1530,0.09731322
24,1545,0.09633873
24,1560,0.09536837
24,1575,0.09440199
24,1590,0.09343947
24,1605,0.09248067
24,1620,0.09152553
24,1635,0.09057396
24,1650,0.08962591
24,1665,0.08868133
24,1680,0.08774021
24,1695,0.08680252
24,1710,0.08586828
24,1725,0.08493748
24,1740,0.08401015
24,1755,0.08308633
24,1770,0.08216606
24,1785,0.08124937
24,1800,0.08033633
24,1815,0.079427
24,1830,0.07852144
24,1845,0.07761972
24,1860,0.07672193
24,1875,0.07582814
24,1890,0.07493842
24,1905,0.07405288
24,1920,0.07317159
25,0,0
25,3,3.138782E-05
25,6,0.001147074
25,9,0.007485282
25,12,0.02622188
25,15,0.06574762
25,18,0.1326658
25,21,0.2290523
25,24,0.3514141
25,27,0.4916965
25,30,0.6395728
25,33,0.7848506
25,36,0.9191519
25,39,1.036659
25,42,1.134132
25,45,1.210503
25,48,1.266322
25,51,1.303202
25,54,1.323359
25,57,1.329272
25,60,1.323442
25,63,1.308231
25,66,1.285772
25,69,1.257932
25,72,1.226298
25,75,1.192189
25,78,1.156675
25,81,1.120613
25,84,1.084665
25,87,1.049337
25,90,1.015003
25,93,0.9819254
25,96,0.9502816
25,99,0.9201784
25,102,0.891669
25,105,0.8647647
25,108,0.8394452
25,111,0.8156677
25,114,0.7933726
25,117,0.7724896
25,120,0.7529414
25,135,0.6723865
25,150,0.6135801
25,165,0.5690154
25,180,0.5336183
25,195,0.5041803
25,210,0.4787321
25,225,0.4560759
25,240,0.4354777
25,255,0.4164788
25,270,0.3987826
25,285,0.3821893
25,300,0.3665576
25,315,0.3517822
25,330,0.3377815
25,345,0.3244888
25,360,0.3118488
25,375,0.2998135
25,390,0.2883412
25,405,0.2773951
25,420,0.2669421
25,435,0.2569529
25,450,0.247401
25,465,0.2382627
25,480,0.2295166
25,495,0.2211435
25,510,0.2131261
25,525,0.2054485
25,540,0.198096
25,555,0.1910551
25,570,0.184313
25,585,0.1778573
25,600,0.1716764
25,615,0.1657587
25,630,0.1600931
25,645,0.1546686
25,660,0.1494746
25,675,0.1445008
25,690,0.139737
25,705,0.1351735
25,720,0.1308009
25,735,0.12661
25,750,0.1225923
25,765,0.1187392
25,780,0.1150428
25,795,0.1114955
25,810,0.1080901
25,825,0.1048195
25,840,0.1016772
25,855,0.09865696
25,870,0.09575284
25,885,0.0929592
25,900,0.09027068
25,915,0.08768223
25,930,0.08518905
25,945,0.08278658
25,960,0.08047052
25,975,0.07823679
25,990,0.07608151
25,1005,0.07400104
25,1020,0.0719919
25,1035,0.07005082
25,1050,0.06817469
25,1065,0.06636058
25,1080,0.0646057
25,1095,0.06290742
25,1110,0.06126324
25,1125,0.05967082
25,1140,0.05812791
25,1155,0.0566324
25,1170,0.05518228
25,1185,0.05377566
25,1200,0.05241076
25,1215,0.05108585
25,1230,0.04979934
25,1245,0.0485497
25,1260,0.04733547
25,1275,0.04615529
25,1290,0.04500785
25,1305,0.04389193
25,1320,0.04280635
25,1335,0.04174999
25,1350,0.04072181
25,1365,0.03972081
25,1380,0.03874602
25,1395,0.03779655
25,1410,0.03687155
25,1425,0.03597017
25,1440,0.03509167
25,1455,0.03423528
25,1470,0.03340031
25,1485,0.03258608
25,1500,0.03179194
25,1515,0.03101729
25,1530,0.03026155
25,1545,0.02952415
25,1560,0.02880456
25,1575,0.02810227
25,1590,0.02741679
25,1605,0.02674765
25,1620,0.0260944
25,1635,0.02545662
25,1650,0.02483389
25,1665,0.02422581
25,1680,0.023632
25,1695,0.0230521
25,1710,0.02248575
25,1725,0.02193261
25,1740,0.02139236
25,1755,0.02086467
25,1770,0.02034924
25,1785,0.01984579
25,1800,0.01935401
25,1815,0.01887364
25,1830,0.01840441
25,1845,0.01794606
25,1860,0.01749834
25,1875,0.01706101
25,1890,0.01663383
25,1905,0.01621657
25,1920,0.01580901
26,0,0
26,3,4.244167E-06
26,6,0.0001425367
26,9,0.0008645448
26,12,0.002835261
26,15,0.006745584
26,18,0.01316906
26,21,0.02248678
26,24,0.03486221
26,27,0.0502489
26,30,0.0684216
26,33,0.08902092
26,36,0.1115992
26,39,0.1356605
26,42,0.1606922
26,45,0.1861884
26,48,0.2116694
26,51,0.2366953
26,54,0.2608759
26,57,0.2838772
26,60,0.3054247
26,63,0.3253037
26,66,0.3433577
26,69,0.3594844
26,72,0.3736314
26,75,0.3857898
26,78,0.395989
26,81,0.4042893
26,84,0.4107766
26,87,0.4155561
26,90,0.4187471
26,93,0.4204783
26,96,0.4208833
26,99,0.4200975
26,102,0.4182549
26,105,0.415486
26,108,0.4119158
26,111,0.4076622
26,114,0.4028352
26,117,0.3975365
26,120,0.3918591
26,135,0.3604382
26,150,0.3287733
26,165,0.3004208
26,180,0.2764927
26,195,0.2568686
26,210,0.2409374
26,225,0.2279834
26,240,0.2173539
26,255,0.2085143
26,270,0.2010503
26,285,0.1946502
26,300,0.1890826
26,315,0.1841769
26,330,0.1798063
26,345,0.1758758
26,360,0.1723134
26,375,0.1690631
26,390,0.1660809
26,405,0.1633313
26,420,0.1607849
26,435,0.1584173
26,450,0.1562077
26,465,0.1541378
26,480,0.1521919
26,495,0.1503562
26,510,0.1486181
26,525,0.1469668
26,540,0.1453923
26,555,0.1438859
26,570,0.1424398
26,585,0.1410469
26,600,0.1397012
26,615,0.1383973
26,630,0.1371304
26,645,0.1358965
26,660,0.1346921
26,675,0.1335141
26,690,0.13236
26,705,0.1312275
26,720,0.1301148
26,735,0.1290201
26,750,0.1279419
26,765,0.126879
26,780,0.1258302
26,795,0.1247942
26,810,0.1237701
26,825,0.1227567
26,840,0.1217532
26,855,0.1207584
26,870,0.1197716
26,885,0.1187917
26,900,0.1178179
26,915,0.1168493
26,930,0.1158852
26,945,0.1149247
26,960,0.1139671
26,975,0.1130118
26,990,0.1120582
26,1005,0.1111056
26,1020,0.1101535
26,1035,0.1092015
26,1050,0.1082491
26,1065,0.1072959
26,1080,0.1063417
26,1095,0.1053862
26,1110,0.104429
26,1125,0.1034701
26,1140,0.1025092
26,1155,0.1015463
26,1170,0.1005813
26,1185,0.09961408
26,1200,0.09864474
26,1215,0.09767325
26,1230,0.09669968
26,1245,0.09572409
26,1260,0.09474658
26,1275,0.09376729
26,1290,0.09278634
26,1305,0.0918039
26,1320,0.09082016
26,1335,0.08983529
26,1350,0.08884951
26,1365,0.08786303
26,1380,0.08687608
26,1395,0.08588888
26,1410,0.08490171
26,1425,0.08391478
26,1440,0.08292836
26,1455,0.08194271
26,1470,0.0809581
26,1485,0.07997477
26,1500,0.07899301
26,1515,0.07801307
26,1530,0.07703522
26,1545,0.07605972
26,1560,0.07508684
26,1575,0.07411683
26,1590,0.07314996
26,1605,0.07218648
26,1620,0.07122663
26,1635,0.07027066
26,1650,0.06931882
26,1665,0.06837134
26,1680,0.06742845
26,1695,0.06649037
26,1710,0.06555733
26,1725,0.06462955
26,1740,0.06370721
26,1755,0.06279054
26,1770,0.06187971
26,1785,0.06097492
26,1800,0.06007635
26,1815,0.05918417
26,1830,0.05829856
26,1845,0.05741967
26,1860,0.05654764
26,1875,0.05568264
26,1890,0.0548248
26,1905,0.05397424
26,1920,0.05313111
27,0,0
27,3,6.371017E-07
27,6,2.419019E-05
27,9,0.0001585109
27,12,0.0005572842
27,15,0.001416648
27,18,0.00294311
27,21,0.005324645
27,24,0.008710827
27,27,0.0132018
27,30,0.01884413
27,33,0.02563207
27,36,0.03351301
27,39,0.04239605
27,42,0.05216204
27,45,0.06267355
27,48,0.0737837
27,51,0.08534337
27,54,0.09720682
27,57,0.1092355
27,60,0.1213009
27,63,0.1332864
27,66,0.1450882
27,69,0.1566159
27,72,0.167792
27,75,0.1785517
27,78,0.1888421
27,81,0.1986213
27,84,0.2078576
27,87,0.2165283
27,90,0.2246187
27,93,0.2321216
27,96,0.2390357
27,99,0.2453651
27,102,0.2511184
