"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Acebutolol|Plasma (Peripheral Venous Blood) [µmol/l]"
43,1860,0.05565659
43,1875,0.05473056
43,1890,0.05382043
43,1905,0.05292578
43,1920,0.05204623
44,0,0
44,3,5.19374E-06
44,6,0.0002373676
44,9,0.001625751
44,12,0.005658722
44,15,0.01394431
44,18,0.02785256
44,21,0.04831301
44,24,0.07576015
44,27,0.1101741
44,30,0.1511622
44,33,0.198052
44,36,0.2499795
44,39,0.3059638
44,42,0.3649712
44,45,0.4259661
44,48,0.4879513
44,51,0.5499971
44,54,0.6112615
44,57,0.6710036
44,60,0.7285888
44,63,0.783489
44,66,0.8352793
44,69,0.8836331
44,72,0.9283149
44,75,0.9691715
44,78,1.006123
44,81,1.039153
44,84,1.068302
44,87,1.093654
44,90,1.115334
44,93,1.133494
44,96,1.148313
44,99,1.159986
44,102,1.16872
44,105,1.174727
44,108,1.178226
44,111,1.17943
44,114,1.178554
44,117,1.175803
44,120,1.171377
44,135,1.130372
44,150,1.071253
44,165,1.006798
44,180,0.9442061
44,195,0.8868531
44,210,0.835821
44,225,0.7909799
44,240,0.7516608
44,255,0.7170313
44,270,0.686283
44,285,0.6587092
44,300,0.6337261
44,315,0.6108663
44,330,0.589762
44,345,0.5701264
44,360,0.5517363
44,375,0.5344173
44,390,0.518032
44,405,0.5024716
44,420,0.4876482
44,435,0.4734904
44,450,0.4599389
44,465,0.4469441
44,480,0.4344635
44,495,0.4224608
44,510,0.4109041
44,525,0.3997656
44,540,0.3890208
44,555,0.3786478
44,570,0.3686274
44,585,0.3589423
44,600,0.3495772
44,615,0.3405183
44,630,0.3317534
44,645,0.3232711
44,660,0.3150612
44,675,0.3071141
44,690,0.2994209
44,705,0.291973
44,720,0.2847622
44,735,0.2777804
44,750,0.2710198
44,765,0.2644726
44,780,0.2581312
44,795,0.2519881
44,810,0.2460359
44,825,0.2402675
44,840,0.2346757
44,855,0.2292538
44,870,0.223995
44,885,0.218893
44,900,0.2139414
44,915,0.2091343
44,930,0.2044659
44,945,0.1999306
44,960,0.1955232
44,975,0.1912385
44,990,0.1870717
44,1005,0.183018
44,1020,0.1790731
44,1035,0.1752327
44,1050,0.1714927
44,1065,0.1678493
44,1080,0.1642988
44,1095,0.1608377
44,1110,0.1574626
44,1125,0.1541704
44,1140,0.150958
44,1155,0.1478226
44,1170,0.1447613
44,1185,0.1417716
44,1200,0.138851
44,1215,0.1359971
44,1230,0.1332077
44,1245,0.1304806
44,1260,0.1278137
44,1275,0.1252052
44,1290,0.1226531
44,1305,0.1201557
44,1320,0.1177114
44,1335,0.1153185
44,1350,0.1129754
44,1365,0.1106808
44,1380,0.1084333
44,1395,0.1062314
44,1410,0.1040741
44,1425,0.10196
44,1440,0.099888
44,1455,0.09785701
44,1470,0.09586599
44,1485,0.09391394
44,1500,0.09199987
44,1515,0.09012287
44,1530,0.08828207
44,1545,0.08647662
44,1560,0.0847057
44,1575,0.08296855
44,1590,0.08126441
44,1605,0.07959257
44,1620,0.07795233
44,1635,0.07634304
44,1650,0.07476405
44,1665,0.07321475
44,1680,0.07169454
44,1695,0.07020284
44,1710,0.06873912
44,1725,0.06730281
44,1740,0.06589341
44,1755,0.06451041
44,1770,0.06315333
44,1785,0.06182169
44,1800,0.06051503
44,1815,0.05923291
44,1830,0.05797488
44,1845,0.05674053
44,1860,0.05552945
44,1875,0.05434122
44,1890,0.05317546
44,1905,0.0520318
44,1920,0.05090984
45,0,0
45,3,3.244073E-07
45,6,1.662474E-05
45,9,0.0001211437
45,12,0.0004376709
45,15,0.001110192
45,18,0.002279344
45,21,0.00406763
45,24,0.00657202
45,27,0.009862023
45,30,0.01398125
45,33,0.0189505
45,36,0.0247713
45,39,0.03142938
45,42,0.03889786
45,45,0.04713983
45,48,0.05611067
45,51,0.06575986
45,54,0.07603262
45,57,0.08687119
45,60,0.09821594
45,63,0.1100064
45,66,0.1221819
45,69,0.1346829
45,72,0.1474507
45,75,0.1604287
45,78,0.1735624
45,81,0.1867998
45,84,0.2000917
45,87,0.2133916
45,90,0.2266561
45,93,0.2398446
45,96,0.2529195
45,99,0.2658461
45,102,0.2785926
45,105,0.2911298
45,108,0.3034313
45,111,0.3154734
45,114,0.3272348
45,117,0.3386965
45,120,0.349842
45,135,0.4003907
45,150,0.4416671
45,165,0.4735185
45,180,0.4964399
45,195,0.5113179
45,210,0.5192342
45,225,0.5213248
45,240,0.5186865
45,255,0.5123223
45,270,0.5031121
45,285,0.4918048
45,300,0.4790207
45,315,0.4652624
45,330,0.450929
45,345,0.4363309
45,360,0.4217051
45,375,0.4072281
45,390,0.393029
45,405,0.3791985
45,420,0.3657978
45,435,0.3528658
45,450,0.340424
45,465,0.3284816
45,480,0.317038
45,495,0.3060864
45,510,0.2956151
45,525,0.2856093
45,540,0.2760523
45,555,0.2669259
45,570,0.2582118
45,585,0.2498912
45,600,0.2419456
45,615,0.2343569
45,630,0.2271076
45,645,0.2201809
45,660,0.2135605
45,675,0.207231
45,690,0.2011776
45,705,0.1953865
45,720,0.1898445
45,735,0.184539
45,750,0.1794583
45,765,0.1745913
45,780,0.1699276
45,795,0.1654572
45,810,0.161171
45,825,0.1570601
45,840,0.1531164
45,855,0.1493322
45,870,0.1456999
45,885,0.1422128
45,900,0.1388642
45,915,0.1356478
45,930,0.1325577
45,945,0.1295881
45,960,0.1267337
45,975,0.1239891
45,990,0.1213494
45,1005,0.1188098
45,1020,0.1163657
45,1035,0.1140127
45,1050,0.1117465
45,1065,0.1095631
45,1080,0.1074585
45,1095,0.1054291
45,1110,0.1034713
45,1125,0.1015816
45,1140,0.09975681
45,1155,0.09799371
45,1170,0.09628934
45,1185,0.09464081
45,1200,0.09304541
45,1215,0.09150052
45,1230,0.09000365
45,1245,0.08855244
45,1260,0.08714461
45,1275,0.08577802
45,1290,0.08445063
45,1305,0.08316048
45,1320,0.08190574
45,1335,0.08068462
45,1350,0.07949549
45,1365,0.07833674
45,1380,0.07720688
45,1395,0.07610447
45,1410,0.07502818
45,1425,0.07397672
45,1440,0.07294887
45,1455,0.07194351
45,1470,0.07095952
45,1485,0.06999591
45,1500,0.06905168
45,1515,0.06812594
45,1530,0.06721781
45,1545,0.06632648
45,1560,0.06545118
45,1575,0.06459119
45,1590,0.06374581
45,1605,0.06291442
45,1620,0.06209639
45,1635,0.06129117
45,1650,0.06049822
45,1665,0.05971703
45,1680,0.05894712
45,1695,0.05818807
45,1710,0.05743944
45,1725,0.05670085
45,1740,0.05597194
45,1755,0.05525235
45,1770,0.05454178
45,1785,0.05383991
45,1800,0.05314648
45,1815,0.05246121
45,1830,0.05178387
45,1845,0.05111423
45,1860,0.05045207
45,1875,0.04979719
45,1890,0.04914942
45,1905,0.04850858
45,1920,0.04787451
46,0,0
46,3,1.460363E-06
46,6,6.114447E-05
46,9,0.00040497
46,12,0.001397085
46,15,0.003464823
46,18,0.007034226
46,21,0.01248014
46,24,0.02009696
46,27,0.03008719
46,30,0.04256174
46,33,0.05754692
46,36,0.07499471
46,39,0.09479405
46,42,0.1167825
46,45,0.1407574
46,48,0.166487
46,51,0.1937204
46,54,0.222196
46,57,0.2516504
46,60,0.2818235
46,63,0.3124644
46,66,0.3433352
46,69,0.3742133
46,72,0.4048935
46,75,0.4351891
46,78,0.4649324
46,81,0.4939751
46,84,0.5221874
46,87,0.5494578
46,90,0.5756922
46,93,0.6008126
46,96,0.6247565
46,99,0.6474756
46,102,0.6689347
46,105,0.6891106
46,108,0.7079905
46,111,0.7255715
46,114,0.741859
46,117,0.756866
46,120,0.7706121
46,135,0.8214639
46,150,0.8460996
46,165,0.8500861
46,180,0.8389143
46,195,0.8173874
46,210,0.7893903
46,225,0.7578802
46,240,0.7249894
46,255,0.6921728
46,270,0.6603609
46,285,0.6300967
46,300,0.6016507
46,315,0.5751103
46,330,0.5504468
46,345,0.5275638
46,360,0.5063296
46,375,0.4865996
46,390,0.4682295
46,405,0.451083
46,420,0.4350359
46,435,0.4199775
46,450,0.4058107
46,465,0.392451
46,480,0.3798249
46,495,0.367869
46,510,0.3565285
46,525,0.3457553
46,540,0.3355076
46,555,0.3257486
46,570,0.3164456
46,585,0.3075694
46,600,0.2990939
46,615,0.2909952
46,630,0.2832516
46,645,0.2758436
46,660,0.2687528
46,675,0.2619624
46,690,0.2554568
46,705,0.2492217
46,720,0.2432434
46,735,0.2375095
46,750,0.232008
46,765,0.2267281
46,780,0.2216591
46,795,0.2167914
46,810,0.2121157
46,825,0.2076232
46,840,0.2033054
46,855,0.1991545
46,870,0.1951629
46,885,0.1913233
46,900,0.1876287
46,915,0.1840725
46,930,0.1806484
46,945,0.1773501
46,960,0.1741718
46,975,0.1711078
46,990,0.1681527
46,1005,0.1653013
46,1020,0.1625487
46,1035,0.1598899
46,1050,0.1573205
46,1065,0.1548361
46,1080,0.1524324
46,1095,0.1501054
46,1110,0.1478513
46,1125,0.1456664
46,1140,0.1435472
46,1155,0.1414905
46,1170,0.1394929
46,1185,0.1375515
46,1200,0.1356634
46,1215,0.1338259
46,1230,0.1320364
46,1245,0.1302923
46,1260,0.1285913
46,1275,0.1269312
46,1290,0.1253099
46,1305,0.1237253
46,1320,0.1221756
46,1335,0.120659
46,1350,0.1191737
46,1365,0.1177182
46,1380,0.1162908
46,1395,0.1148903
46,1410,0.1135152
46,1425,0.1121642
46,1440,0.1108362
46,1455,0.10953
46,1470,0.1082445
46,1485,0.1069787
46,1500,0.1057317
46,1515,0.1045026
46,1530,0.1032905
46,1545,0.1020947
46,1560,0.1009144
46,1575,0.09974892
46,1590,0.09859766
46,1605,0.09746
46,1620,0.09633538
46,1635,0.09522327
46,1650,0.09412318
46,1665,0.09303466
46,1680,0.09195729
46,1695,0.09089068
46,1710,0.08983445
46,1725,0.08878829
46,1740,0.08775186
46,1755,0.08672489
46,1770,0.08570711
46,1785,0.08469828
46,1800,0.08369818
46,1815,0.08270659
46,1830,0.08172334
46,1845,0.08074825
46,1860,0.07978114
46,1875,0.07882191
46,1890,0.07787041
46,1905,0.07692652
46,1920,0.07599015
47,0,0
47,3,8.87751E-07
47,6,3.322177E-05
47,9,0.0002148906
47,12,0.0007436831
47,15,0.001857701
47,18,0.003791768
47,21,0.006745029
47,24,0.01086233
47,27,0.01622588
47,30,0.02285397
47,33,0.03070559
47,36,0.03968969
47,39,0.04967713
47,42,0.06051266
47,45,0.07202546
47,48,0.08403795
47,51,0.09637288
47,54,0.1088589
47,57,0.1213348
47,60,0.133653
47,63,0.1456816
47,66,0.1573057
47,69,0.1684278
47,72,0.1789681
47,75,0.1888639
47,78,0.1980681
47,81,0.2065486
47,84,0.2142868
47,87,0.2212756
47,90,0.2275184
47,93,0.2330276
47,96,0.2378228
47,99,0.2419295
47,102,0.2453782
47,105,0.2482028
47,108,0.2504401
47,111,0.2521282
47,114,0.2533063
47,117,0.2540139
47,120,0.2542901
47,135,0.2504978
47,150,0.2410311
47,165,0.2289585
47,180,0.2162347
47,195,0.2039594
47,210,0.1926599
47,225,0.182518
47,240,0.1735272
47,255,0.1655911
47,270,0.1585806
47,285,0.1523636
47,300,0.146819
47,315,0.1418419
47,330,0.1373446
47,345,0.1332548
47,360,0.1295134
47,375,0.1260724
47,390,0.1228927
47,405,0.1199422
47,420,0.1171947
47,435,0.1146281
47,450,0.1122241
47,465,0.1099671
47,480,0.1078436
47,495,0.1058422
47,510,0.1039527
47,525,0.102166
47,540,0.1004743
47,555,0.09887037
47,570,0.09734778
47,585,0.09590069
47,600,0.09452379
47,615,0.09321225
47,630,0.09196163
47,645,0.09076791
47,660,0.08962736
47,675,0.08853661
47,690,0.08749251
47,705,0.08649218
47,720,0.08553296
47,735,0.08461238
47,750,0.08372816
47,765,0.08287811
47,780,0.08206025
47,795,0.08127266
47,810,0.08051354
47,825,0.07978118
47,840,0.07907395
47,855,0.07839029
47,870,0.07772872
47,885,0.07708779
47,900,0.07646614
47,915,0.07586245
47,930,0.07527548
47,945,0.07470401
47,960,0.07414688
47,975,0.073603
47,990,0.07307131
47,1005,0.07255082
47,1020,0.07204056
47,1035,0.07153963
47,1050,0.07104718
47,1065,0.07056239
47,1080,0.07008449
47,1095,0.06961276
47,1110,0.06914652
47,1125,0.06868514
47,1140,0.068228
47,1155,0.06777455
47,1170,0.06732427
47,1185,0.06687666
47,1200,0.06643129
47,1215,0.06598774
47,1230,0.0655456
47,1245,0.06510452
47,1260,0.06466419
47,1275,0.0642243
47,1290,0.06378458
47,1305,0.06334478
47,1320,0.06290467
47,1335,0.06246407
47,1350,0.0620228
47,1365,0.06158069
47,1380,0.06113761
47,1395,0.06069344
47,1410,0.06024808
47,1425,0.05980144
47,1440,0.05935346
47,1455,0.05890408
47,1470,0.05845327
47,1485,0.05800099
47,1500,0.05754722
47,1515,0.05709197
47,1530,0.05663525
47,1545,0.05617706
47,1560,0.05571743
47,1575,0.0552564
47,1590,0.05479402
47,1605,0.05433032
47,1620,0.05386536
47,1635,0.05339921
47,1650,0.05293194
47,1665,0.05246362
47,1680,0.05199432
47,1695,0.05152412
47,1710,0.05105312
47,1725,0.0505814
47,1740,0.05010904
47,1755,0.04963616
47,1770,0.04916284
47,1785,0.04868918
47,1800,0.04821527
47,1815,0.04774123
47,1830,0.04726716
47,1845,0.04679315
47,1860,0.04631931
47,1875,0.04584575
47,1890,0.04537256
47,1905,0.04489985
47,1920,0.04442773
48,0,0
48,3,6.365181E-06
48,6,0.0002825733
48,9,0.001904613
48,12,0.006576207
48,15,0.01616953
48,18,0.03233173
48,21,0.05620582
48,24,0.08830381
48,27,0.1285143
48,30,0.1761914
48,33,0.2302814
48,36,0.2894579
48,39,0.3522471
48,42,0.4171335
48,45,0.4826467
48,48,0.5474259
48,51,0.6102634
48,54,0.6701341
48,57,0.7262086
48,60,0.7778519
48,63,0.8246139
48,66,0.8662159
48,69,0.9025316
48,72,0.9335656
48,75,0.9594301
48,78,0.9803239
48,81,0.996512
48,84,1.008307
48,87,1.016055
48,90,1.020116
48,93,1.020859
48,96,1.018651
48,99,1.013847
48,102,1.006786
48,105,0.9977888
48,108,0.9871536
48,111,0.9751545
48,114,0.9620416
48,117,0.9480404
48,120,0.9333529
48,135,0.8551618
48,150,0.7786164
48,165,0.7102756
48,180,0.6517879
48,195,0.602514
48,210,0.5609955
48,225,0.5256702
48,240,0.4951661
48,255,0.4683841
48,270,0.4444869
48,285,0.4228546
48,300,0.4030351
48,315,0.3846996
48,330,0.3676082
48,345,0.3515838
48,360,0.3364932
48,375,0.3222342
48,390,0.3087261
48,405,0.2959038
48,420,0.2837136
48,435,0.27211
48,450,0.2610539
48,465,0.2505112
48,480,0.2404518
48,495,0.2308491
48,510,0.221679
48,525,0.2129197
48,540,0.2045515
48,555,0.1965561
48,570,0.1889166
48,585,0.181617
48,600,0.1746424
48,615,0.1679785
48,630,0.1616116
48,645,0.1555284
48,660,0.1497164
48,675,0.1441633
48,690,0.1388572
48,705,0.1337868
48,720,0.1289411
48,735,0.1243095
48,750,0.1198819
48,765,0.1156484
48,780,0.1115999
48,795,0.1077274
48,810,0.1040222
48,825,0.1004764
48,840,0.09708219
48,855,0.0938321
48,870,0.09071913
48,885,0.08773659
48,900,0.08487812
48,915,0.08213767
48,930,0.0795095
48,945,0.07698812
48,960,0.07456838
48,975,0.07224535
48,990,0.07001436
48,1005,0.06787097
48,1020,0.06581098
48,1035,0.06383041
48,1050,0.06192546
48,1065,0.06009256
48,1080,0.05832829
48,1095,0.05662944
48,1110,0.05499293
48,1125,0.05341588
48,1140,0.05189552
48,1155,0.05042926
48,1170,0.04901461
48,1185,0.04764924
48,1200,0.04633092
48,1215,0.04505754
48,1230,0.0438271
48,1245,0.04263771
48,1260,0.04148757
48,1275,0.04037498
48,1290,0.03929831
48,1305,0.03825604
48,1320,0.03724672
48,1335,0.03626895
48,1350,0.03532144
48,1365,0.03440293
48,1380,0.03351225
48,1395,0.03264829
48,1410,0.03180997
48,1425,0.03099629
48,1440,0.03020629
48,1455,0.02943905
48,1470,0.02869372
48,1485,0.02796946
48,1500,0.02726551
48,1515,0.0265811
48,1530,0.02591554
48,1545,0.02526814
48,1560,0.02463828
48,1575,0.02402533
48,1590,0.02342872
48,1605,0.02284789
48,1620,0.02228232
48,1635,0.02173148
48,1650,0.02119492
48,1665,0.02067216
48,1680,0.02016277
48,1695,0.01966633
48,1710,0.01918244
48,1725,0.01871071
48,1740,0.01825078
48,1755,0.0178023
48,1770,0.01736492
48,1785,0.01693833
48,1800,0.01652221
48,1815,0.01611627
48,1830,0.01572023
48,1845,0.0153338
48,1860,0.01495674
48,1875,0.01458877
48,1890,0.01422967
48,1905,0.01387919
48,1920,0.01353711
49,0,0
49,3,2.245475E-06
49,6,8.920707E-05
49,9,0.0006160918
49,12,0.002269552
49,15,0.005982163
49,18,0.01272305
49,21,0.02325178
49,24,0.03794454
49,27,0.0567482
49,30,0.07924785
49,33,0.1047896
49,36,0.1326081
49,39,0.161927
49,42,0.1920245
49,45,0.2222686
49,48,0.2521297
49,51,0.2811783
49,54,0.3090788
49,57,0.3355782
49,60,0.3604938
49,63,0.3837025
49,66,0.4051301
49,69,0.4247422
49,72,0.4425367
49,75,0.458537
49,78,0.4727863
49,81,0.4853432
49,84,0.4962777
49,87,0.5056677
49,90,0.513597
49,93,0.5201524
49,96,0.5254229
49,99,0.5294972
49,102,0.5324636
49,105,0.5344082
49,108,0.5354149
49,111,0.5355646
49,114,0.5349348
49,117,0.5335993
49,120,0.5316279
49,135,0.5144035
49,150,0.4895159
49,165,0.4615271
49,180,0.4332511
49,195,0.4062584
49,210,0.3813009
49,225,0.3586293
49,240,0.3382119
49,255,0.3198753
49,270,0.3033901
49,285,0.2885184
49,300,0.2750387
49,315,0.2627559
49,330,0.2515037
49,345,0.2411432
49,360,0.2315596
49,375,0.2226586
49,390,0.2143624
49,405,0.2066066
49,420,0.1993374
49,435,0.1925099
49,450,0.1860855
49,465,0.1800312
49,480,0.1743184
49,495,0.1689216
49,510,0.1638185
49,525,0.1589888
49,540,0.1544143
49,555,0.1500785
49,570,0.1459663
49,585,0.1420635
49,600,0.1383575
49,615,0.1348363
49,630,0.131489
49,645,0.1283052
49,660,0.1252757
49,675,0.1223914
49,690,0.1196443
49,705,0.1170266
49,720,0.1145313
49,735,0.1121515
49,750,0.1098811
49,765,0.1077141
49,780,0.1056449
49,795,0.1036683
49,810,0.1017793
49,825,0.09997312
49,840,0.09824532
49,855,0.09659161
49,870,0.09500794
49,885,0.0934904
49,900,0.09203529
49,915,0.09063911
49,930,0.08929849
49,945,0.08801021
49,960,0.08677124
49,975,0.08557867
49,990,0.08442972
49,1005,0.08332177
49,1020,0.08225235
49,1035,0.08121905
49,1050,0.08021966
49,1065,0.07925204
49,1080,0.07831418
49,1095,0.07740416
49,1110,0.07652021
49,1125,0.07566062
49,1140,0.07482377
49,1155,0.07400818
49,1170,0.07321241
49,1185,0.07243513
49,1200,0.07167508
49,1215,0.07093108
49,1230,0.07020203
49,1245,0.06948689
49,1260,0.06878468
49,1275,0.06809451
49,1290,0.06741552
49,1305,0.06674692
49,1320,0.06608798
49,1335,0.06543799
49,1350,0.06479635
49,1365,0.06416244
49,1380,0.06353572
49,1395,0.06291568
49,1410,0.06230186
49,1425,0.06169381
49,1440,0.06109115
49,1455,0.06049351
49,1470,0.05990054
49,1485,0.05931196
49,1500,0.05872747
49,1515,0.05814683
49,1530,0.05756981
49,1545,0.05699619
49,1560,0.05642579
49,1575,0.05585846
49,1590,0.05529403
49,1605,0.05473237
49,1620,0.05417339
49,1635,0.05361697
49,1650,0.05306303
49,1665,0.0525115
49,1680,0.05196232
49,1695,0.05141543
49,1710,0.0508708
49,1725,0.05032841
49,1740,0.04978822
49,1755,0.04925023
49,1770,0.04871444
49,1785,0.04818083
49,1800,0.04764944
49,1815,0.04712025
49,1830,0.04659331
49,1845,0.04606862
49,1860,0.04554623
49,1875,0.04502614
49,1890,0.04450841
49,1905,0.04399307
49,1920,0.04348016
50,0,0
50,3,6.346741E-06
50,6,0.0002616733
50,9,0.001733653
50,12,0.006006595
50,15,0.01490211
50,18,0.03008097
50,21,0.05274436
50,24,0.08348849
50,27,0.1222909
50,30,0.1685791
50,33,0.2213435
50,36,0.2792662
50,39,0.34085
50,42,0.4045344
50,45,0.4687929
50,48,0.532209
50,51,0.593529
50,54,0.6516948
50,57,0.7058597
50,60,0.7553859
50,63,0.7998335
50,66,0.8389431
50,69,0.8726149
50,72,0.9008839
50,75,0.9238952
50,78,0.9418806
50,81,0.9551372
50,84,0.9640082
50,87,0.9688663
50,90,0.9700992
50,93,0.968098
50,96,0.9632486
50,99,0.9559234
50,102,0.9464772
50,105,0.9352422
50,108,0.9225264
50,111,0.9086115
50,114,0.8937532
50,117,0.8781808
50,120,0.8620978
50,135,0.7795268
50,150,0.702513
50,165,0.63671
50,180,0.5827453
50,195,0.5390855
50,210,0.5036072
50,225,0.4743174
50,240,0.4496025
50,255,0.4282536
50,270,0.4094039
50,285,0.3924473
50,300,0.3769639
50,315,0.3626627
50,330,0.3493392
50,345,0.3368473
50,360,0.325079
50,375,0.3139525
50,390,0.3034036
50,405,0.2933803
50,420,0.2838394
50,435,0.274744
50,450,0.2660621
50,465,0.2577656
50,480,0.2498296
50,495,0.2422315
50,510,0.2349513
50,525,0.2279708
50,540,0.2212734
50,555,0.2148444
50,570,0.2086702
50,585,0.2027384
50,600,0.1970379
50,615,0.1915583
50,630,0.1862902
50,645,0.1812245
50,660,0.176353
50,675,0.1716676
50,690,0.1671609
50,705,0.1628254
50,720,0.158654
50,735,0.15464
50,750,0.1507767
50,765,0.1470574
50,780,0.1434759
50,795,0.1400261
50,810,0.136702
50,825,0.1334979
50,840,0.1304082
50,855,0.1274275
50,870,0.1245509
50,885,0.1217732
50,900,0.1190899
50,915,0.1164963
50,930,0.1139883
50,945,0.1115617
50,960,0.1092126
50,975,0.1069373
50,990,0.1047322
50,1005,0.1025941
50,1020,0.1005197
50,1035,0.09850594
50,1050,0.09655008
50,1065,0.09464935
50,1080,0.0928012
50,1095,0.09100318
50,1110,0.08925302
50,1125,0.08754852
50,1140,0.08588763
50,1155,0.08426841
50,1170,0.08268902
50,1185,0.08114773
50,1200,0.07964291
50,1215,0.07817299
50,1230,0.07673652
50,1245,0.07533214
50,1260,0.07395853
50,1275,0.07261446
50,1290,0.07129879
50,1305,0.07001042
50,1320,0.06874833
50,1335,0.06751153
50,1350,0.06629912
50,1365,0.06511023
50,1380,0.06394405
50,1395,0.06279982
50,1410,0.06167681
50,1425,0.06057434
50,1440,0.05949176
50,1455,0.05842848
50,1470,0.05738391
50,1485,0.05635753
50,1500,0.05534881
50,1515,0.05435728
50,1530,0.05338249
50,1545,0.05242401
50,1560,0.05148142
50,1575,0.05055435
50,1590,0.04964244
50,1605,0.04874534
50,1620,0.04786272
50,1635,0.04699428
50,1650,0.04613973
50,1665,0.04529878
50,1680,0.04447117
50,1695,0.04365665
50,1710,0.04285499
50,1725,0.04206594
50,1740,0.0412893
50,1755,0.04052485
50,1770,0.0397724
50,1785,0.03903174
50,1800,0.03830271
50,1815,0.03758512
50,1830,0.0368788
50,1845,0.03618359
50,1860,0.03549932
50,1875,0.03482585
50,1890,0.03416303
50,1905,0.03351071
50,1920,0.03286876
51,0,0
51,3,1.687817E-06
51,6,8.344451E-05
51,9,0.0005947194
51,12,0.002115692
51,15,0.005300254
51,18,0.01075704
51,21,0.01897473
51,24,0.03028919
51,27,0.04488195
51,30,0.0627958
51,33,0.0839578
51,36,0.1082032
51,39,0.1352977
51,42,0.1649568
51,45,0.1968618
51,48,0.230674
51,51,0.2660449
51,54,0.3026262
51,57,0.3400769
51,60,0.3780693
51,63,0.4162931
51,66,0.4544595
51,69,0.4923031
51,72,0.5295834
51,75,0.5660853
51,78,0.6016194
51,81,0.636021
51,84,0.6691498
51,87,0.7008881
51,90,0.7311401
51,93,0.7598299
51,96,0.7869006
51,99,0.8123121
51,102,0.83604
51,105,0.8580741
51,108,0.8784167
51,111,0.8970809
51,114,0.9140901
51,117,0.9294759
51,120,0.9432772
51,135,0.9902558
51,150,1.005917
51,165,0.9980443
51,180,0.9738547
51,195,0.9393368
51,210,0.8990868
51,225,0.8564104
51,240,0.8135423
51,255,0.7718909
51,270,0.7322644
51,285,0.6950563
51,300,0.6603891
51,315,0.6282192
51,330,0.5984098
51,345,0.5707777
51,360,0.545125
51,375,0.5212576
51,390,0.4989942
51,405,0.4781711
51,420,0.4586436
51,435,0.4402854
51,450,0.4229867
51,465,0.4066524
51,480,0.3912001
51,495,0.3765582
51,510,0.3626642
51,525,0.349463
51,540,0.3369062
51,555,0.3249505
51,570,0.3135574
51,585,0.3026919
51,600,0.2923227
51,615,0.2824211
51,630,0.2729611
51,645,0.2639188
51,660,0.2552723
51,675,0.2470013
51,690,0.2390871
51,705,0.2315122
51,720,0.2242603
51,735,0.2173163
51,750,0.2106657
51,765,0.204295
51,780,0.1981912
51,795,0.1923421
51,810,0.186736
51,825,0.1813617
51,840,0.1762086
51,855,0.1712663
51,870,0.166525
51,885,0.1619754
51,900,0.1576084
51,915,0.1534154
51,930,0.149388
51,945,0.1455184
51,960,0.1417991
51,975,0.1382228
51,990,0.1347825
51,1005,0.1314718
51,1020,0.1282844
51,1035,0.1252142
51,1050,0.1222556
51,1065,0.1194032
51,1080,0.1166518
51,1095,0.1139965
51,1110,0.1114327
51,1125,0.1089559
51,1140,0.106562
51,1155,0.1042468
51,1170,0.1020068
51,1185,0.09983821
51,1200,0.09773769
51,1215,0.095702
51,1230,0.09372809
51,1245,0.09181305
51,1260,0.08995415
51,1275,0.08814876
51,1290,0.08639444
51,1305,0.08468884
51,1320,0.08302978
51,1335,0.08141514
51,1350,0.07984296
51,1365,0.07831137
51,1380,0.0768186
51,1395,0.07536298
51,1410,0.07394292
51,1425,0.07255694
51,1440,0.07120361
51,1455,0.06988161
51,1470,0.06858967
51,1485,0.06732661
51,1500,0.06609128
51,1515,0.06488262
51,1530,0.06369964
51,1545,0.06254138
51,1560,0.06140694
51,1575,0.06029548
51,1590,0.05920618
51,1605,0.0581383
51,1620,0.05709112
51,1635,0.05606395
51,1650,0.05505617
51,1665,0.05406716
51,1680,0.05309635
51,1695,0.0521432
51,1710,0.0512072
51,1725,0.05028786
51,1740,0.04938472
51,1755,0.04849736
51,1770,0.04762534
51,1785,0.0467683
51,1800,0.04592584
51,1815,0.04509763
51,1830,0.04428333
51,1845,0.04348262
51,1860,0.04269519
51,1875,0.04192076
51,1890,0.04115906
51,1905,0.04040983
51,1920,0.03967281
52,0,0
52,3,1.637319E-05
52,6,0.0006193757
52,9,0.004013065
52,12,0.01375243
52,15,0.03365726
52,18,0.06674708
52,21,0.1146131
52,24,0.1772386
52,27,0.2531346
52,30,0.3396644
52,33,0.4334592
52,36,0.5308313
52,39,0.6281353
52,42,0.7220442
52,45,0.8097377
52,48,0.8890105
52,51,0.9582959
52,54,1.016646
52,57,1.063674
52,60,1.099471
52,63,1.124507
52,66,1.139543
52,69,1.145536
52,72,1.143561
52,75,1.134747
52,78,1.120219
52,81,1.101062
52,84,1.078284
52,87,1.052801
52,90,1.025428
52,93,0.9968731
52,96,0.9677392
52,99,0.9385272
52,102,0.9096432
52,105,0.8814082
52,108,0.854068
52,111,0.8278031
52,114,0.8027378
52,117,0.7789494
52,120,0.7564768
52,135,0.6633872
52,150,0.5975804
52,165,0.5508294
52,180,0.5162686
52,195,0.4892873
52,210,0.4670792
52,225,0.4480066
52,240,0.4311196
52,255,0.4158539
52,270,0.4018589
52,285,0.3889039
52,300,0.3768271
52,315,0.3655092
52,330,0.3548575
52,345,0.3447979
52,360,0.3352689
52,375,0.3262188
52,390,0.3176029
52,405,0.3093824
52,420,0.3015232
