"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Atenolol|Plasma (Peripheral Venous Blood) [µmol/l]"
0,3678,1.569006
0,3684,1.56912
0,3690,1.569224
0,3696,1.56932
0,3702,1.569407
0,3708,1.569485
0,3714,1.569555
0,3720,1.569616
0,3726,1.569669
0,3732,1.569713
0,3738,1.569748
0,3744,1.569775
0,3750,1.569793
0,3756,1.569803
0,3762,1.569804
0,3768,1.569795
0,3774,1.569777
0,3780,1.56975
0,3786,1.569713
0,3792,1.569665
0,3798,1.569607
0,3804,1.569539
0,3810,1.569459
0,3816,1.569369
0,3822,1.569269
0,3828,1.569157
0,3834,1.569036
0,3840,1.568905
0,3846,1.568764
0,3852,1.568613
0,3858,1.568453
0,3864,1.568284
0,3870,1.568106
0,3876,1.567919
0,3882,1.567722
0,3888,1.567517
0,3894,1.567302
0,3900,1.567078
0,3906,1.566845
0,3912,1.566602
0,3918,1.566351
0,3924,1.56609
0,3930,1.565821
0,3936,1.565543
0,3942,1.565257
0,3948,1.564962
0,3954,1.564659
0,3960,1.564348
0,3966,1.564029
0,3972,1.563701
0,3978,1.563366
0,3984,1.563023
0,3990,1.562672
0,3996,1.562313
0,4002,1.561946
0,4008,1.561571
0,4014,1.561189
0,4020,1.560799
0,4026,1.560401
0,4032,1.559996
0,4038,1.559583
0,4044,1.559164
0,4050,1.558737
0,4056,1.558303
0,4062,1.557862
0,4068,1.557414
0,4074,1.556959
0,4080,1.556497
0,4086,1.556028
0,4092,1.555553
0,4098,1.555071
0,4104,1.554582
0,4110,1.554087
0,4116,1.553585
0,4122,1.553077
0,4128,1.552563
0,4134,1.552042
0,4140,1.551515
0,4146,1.550982
0,4152,1.550443
0,4158,1.549897
0,4164,1.549346
0,4170,1.548789
0,4176,1.548226
0,4182,1.547658
0,4188,1.547083
0,4194,1.546503
0,4200,1.545918
0,4206,1.545327
0,4212,1.54473
0,4218,1.544128
0,4224,1.543521
0,4230,1.542908
0,4236,1.542291
0,4242,1.541668
0,4248,1.54104
0,4254,1.540407
0,4260,1.539769
0,4266,1.539126
0,4272,1.538478
0,4278,1.537825
0,4284,1.537168
0,4290,1.536506
0,4296,1.535839
0,4302,1.535168
0,4308,1.534492
0,4314,1.533812
0,4320,1.533128
0,4326,1.532465
0,4332,1.532451
0,4338,1.535042
0,4344,1.542653
0,4350,1.556919
0,4356,1.578154
0,4362,1.605467
0,4368,1.637206
0,4374,1.671412
0,4380,1.706182
0,4386,1.739883
0,4392,1.771263
0,4398,1.799472
0,4404,1.824032
0,4410,1.844769
0,4416,1.861734
0,4422,1.875153
0,4428,1.885359
0,4434,1.892746
0,4440,1.897732
0,4446,1.900727
0,4452,1.902118
0,4458,1.902254
0,4464,1.901445
0,4470,1.899952
0,4476,1.897995
0,4482,1.895751
0,4488,1.893359
0,4494,1.890925
0,4500,1.888528
0,4506,1.886224
0,4512,1.884049
0,4518,1.882026
0,4524,1.880165
0,4530,1.878463
0,4536,1.876916
0,4542,1.875515
0,4548,1.874251
0,4554,1.873114
0,4560,1.872093
0,4566,1.871178
0,4572,1.87036
0,4578,1.869628
0,4584,1.868974
0,4590,1.868389
0,4596,1.867866
0,4602,1.867399
0,4608,1.866982
0,4614,1.866608
0,4620,1.866274
0,4626,1.865975
0,4632,1.865707
0,4638,1.865468
0,4644,1.865253
0,4650,1.865061
0,4656,1.864888
0,4662,1.864734
0,4668,1.864594
0,4674,1.864469
0,4680,1.864357
0,4686,1.864255
0,4692,1.864163
0,4698,1.864079
0,4704,1.864003
0,4710,1.863933
0,4716,1.863869
0,4722,1.86381
0,4728,1.863755
0,4734,1.863704
0,4740,1.863655
0,4746,1.863609
0,4752,1.863565
0,4758,1.863522
0,4764,1.863479
0,4770,1.863437
0,4776,1.863393
0,4782,1.863344
0,4788,1.863292
0,4794,1.863233
0,4800,1.863169
0,4806,1.863099
0,4812,1.863021
0,4818,1.862936
0,4824,1.862844
0,4830,1.862745
0,4836,1.862637
0,4842,1.862522
0,4848,1.8624
0,4854,1.862269
0,4860,1.86213
0,4866,1.861983
0,4872,1.861828
0,4878,1.861665
0,4884,1.861494
0,4890,1.861314
0,4896,1.861126
0,4902,1.860929
0,4908,1.860725
0,4914,1.860512
0,4920,1.86029
0,4926,1.86006
0,4932,1.859822
0,4938,1.859575
0,4944,1.85932
0,4950,1.859056
0,4956,1.858784
0,4962,1.858504
0,4968,1.858215
0,4974,1.857917
0,4980,1.857612
0,4986,1.857298
0,4992,1.856975
0,4998,1.856644
0,5004,1.856305
0,5010,1.855957
0,5016,1.855602
0,5022,1.855237
0,5028,1.854865
0,5034,1.854484
0,5040,1.854095
0,5046,1.853697
0,5052,1.85329
0,5058,1.852874
0,5064,1.852449
0,5070,1.852014
0,5076,1.85157
0,5082,1.851116
0,5088,1.850651
0,5094,1.850176
0,5100,1.849691
0,5106,1.849196
0,5112,1.848691
0,5118,1.848176
0,5124,1.847652
0,5130,1.847117
0,5136,1.846574
0,5142,1.846021
0,5148,1.845459
0,5154,1.844888
0,5160,1.844308
0,5166,1.843719
0,5172,1.843121
0,5178,1.842513
0,5184,1.841896
0,5190,1.841269
0,5196,1.840634
0,5202,1.839989
0,5208,1.839336
0,5214,1.838673
0,5220,1.838001
0,5226,1.837322
0,5232,1.836633
0,5238,1.835936
0,5244,1.83523
0,5250,1.834516
0,5256,1.833794
0,5262,1.833064
0,5268,1.832325
0,5274,1.831578
0,5280,1.830823
0,5286,1.83006
0,5292,1.829289
0,5298,1.828509
0,5304,1.827722
0,5310,1.826927
0,5316,1.826124
0,5322,1.825314
0,5328,1.824496
0,5334,1.82367
0,5340,1.822837
0,5346,1.821996
0,5352,1.821149
0,5358,1.820294
0,5364,1.819431
0,5370,1.818562
0,5376,1.817685
0,5382,1.816802
0,5388,1.815911
0,5394,1.815014
0,5400,1.81411
0,5406,1.813198
0,5412,1.812281
0,5418,1.811356
0,5424,1.810425
0,5430,1.809488
0,5436,1.808544
0,5442,1.807594
0,5448,1.806637
0,5454,1.805675
0,5460,1.804706
0,5466,1.803731
0,5472,1.80275
0,5478,1.801763
0,5484,1.80077
0,5490,1.799771
0,5496,1.798767
0,5502,1.797756
0,5508,1.796741
0,5514,1.795719
0,5520,1.794692
0,5526,1.79366
0,5532,1.792622
0,5538,1.791579
0,5544,1.79053
0,5550,1.789477
0,5556,1.788418
0,5562,1.787354
0,5568,1.786286
0,5574,1.785212
0,5580,1.784133
0,5586,1.78305
0,5592,1.781962
0,5598,1.780869
0,5604,1.779771
0,5610,1.778669
0,5616,1.777562
0,5622,1.776451
0,5628,1.775336
0,5634,1.774216
0,5640,1.773091
0,5646,1.771963
0,5652,1.77083
0,5658,1.769694
0,5664,1.768553
0,5670,1.767408
0,5676,1.76626
0,5682,1.765107
0,5688,1.763951
0,5694,1.76279
0,5700,1.761626
0,5706,1.760459
0,5712,1.759288
0,5718,1.758113
0,5724,1.756935
0,5730,1.755753
0,5736,1.754568
0,5742,1.75338
0,5748,1.752188
0,5754,1.750993
0,5760,1.749795
0,5766,1.74862
0,5772,1.748096
0,5778,1.750177
0,5784,1.757278
0,5790,1.771038
0,5796,1.791766
0,5802,1.818576
0,5808,1.849813
0,5814,1.883521
0,5820,1.917795
0,5826,1.951002
0,5832,1.981889
0,5838,2.009608
0,5844,2.033679
0,5850,2.053927
0,5856,2.070406
0,5862,2.083339
0,5868,2.09306
0,5874,2.099964
0,5880,2.104467
0,5886,2.10698
0,5892,2.10789
0,5898,2.107547
0,5904,2.106259
0,5910,2.104289
0,5916,2.101855
0,5922,2.099135
0,5928,2.096269
0,5934,2.093361
0,5940,2.090492
0,5946,2.087715
0,5952,2.08507
0,5958,2.082577
0,5964,2.080248
0,5970,2.078079
0,5976,2.076065
0,5982,2.074199
0,5988,2.072471
0,5994,2.070871
0,6000,2.069387
0,6006,2.068012
0,6012,2.066733
0,6018,2.065543
0,6024,2.064432
0,6030,2.063394
0,6036,2.06242
0,6042,2.061505
0,6048,2.060642
0,6054,2.059825
0,6060,2.059052
0,6066,2.058316
0,6072,2.057615
0,6078,2.056945
0,6084,2.056301
0,6090,2.055681
0,6096,2.055082
0,6102,2.054501
0,6108,2.053937
0,6114,2.053388
0,6120,2.052852
0,6126,2.052328
0,6132,2.051814
0,6138,2.051309
0,6144,2.050812
0,6150,2.050323
0,6156,2.04984
0,6162,2.049362
0,6168,2.048889
0,6174,2.048421
0,6180,2.047956
0,6186,2.047494
0,6192,2.047035
0,6198,2.046578
0,6204,2.046122
0,6210,2.045665
0,6216,2.045207
0,6222,2.044744
0,6228,2.044278
0,6234,2.043807
0,6240,2.043331
0,6246,2.042849
0,6252,2.04236
0,6258,2.041866
0,6264,2.041365
0,6270,2.040857
0,6276,2.040343
0,6282,2.039822
0,6288,2.039294
0,6294,2.038759
0,6300,2.038217
0,6306,2.037668
0,6312,2.037111
0,6318,2.036547
0,6324,2.035976
0,6330,2.035397
0,6336,2.03481
0,6342,2.034216
0,6348,2.033615
0,6354,2.033006
0,6360,2.03239
0,6366,2.031766
0,6372,2.031134
0,6378,2.030495
0,6384,2.029849
0,6390,2.029195
0,6396,2.028533
0,6402,2.027864
0,6408,2.027187
0,6414,2.026502
0,6420,2.02581
0,6426,2.02511
0,6432,2.024402
0,6438,2.023687
0,6444,2.022964
0,6450,2.022233
0,6456,2.021494
0,6462,2.020746
0,6468,2.019989
0,6474,2.019223
0,6480,2.018448
0,6486,2.017664
0,6492,2.016871
0,6498,2.016068
0,6504,2.015255
0,6510,2.014434
0,6516,2.013604
0,6522,2.012765
0,6528,2.011918
0,6534,2.011061
0,6540,2.010196
0,6546,2.009322
0,6552,2.00844
0,6558,2.007549
0,6564,2.006649
0,6570,2.005739
0,6576,2.004822
0,6582,2.003896
0,6588,2.002961
0,6594,2.002017
0,6600,2.001066
0,6606,2.000106
0,6612,1.999138
0,6618,1.998161
0,6624,1.997177
0,6630,1.996184
0,6636,1.995183
0,6642,1.994174
0,6648,1.993158
0,6654,1.992133
0,6660,1.9911
0,6666,1.99006
0,6672,1.989011
0,6678,1.987955
0,6684,1.986892
0,6690,1.98582
0,6696,1.984742
0,6702,1.983656
0,6708,1.982562
0,6714,1.981461
0,6720,1.980353
0,6726,1.979238
0,6732,1.978115
0,6738,1.976985
0,6744,1.975848
0,6750,1.974705
0,6756,1.973554
0,6762,1.972396
0,6768,1.971232
0,6774,1.970061
0,6780,1.968884
0,6786,1.967699
0,6792,1.966509
0,6798,1.965311
0,6804,1.964108
0,6810,1.962898
0,6816,1.961681
0,6822,1.960459
0,6828,1.95923
0,6834,1.957995
0,6840,1.956754
0,6846,1.955508
0,6852,1.954255
0,6858,1.952996
0,6864,1.951732
0,6870,1.950462
0,6876,1.949187
0,6882,1.947906
0,6888,1.946619
0,6894,1.945327
0,6900,1.944029
0,6906,1.942726
0,6912,1.941418
0,6918,1.940105
0,6924,1.938787
0,6930,1.937463
0,6936,1.936135
0,6942,1.934801
0,6948,1.933463
0,6954,1.93212
0,6960,1.930772
0,6966,1.92942
0,6972,1.928062
0,6978,1.926701
0,6984,1.925334
0,6990,1.923964
0,6996,1.922589
0,7002,1.921209
0,7008,1.919826
0,7014,1.918438
0,7020,1.917046
0,7026,1.91565
0,7032,1.91425
0,7038,1.912845
0,7044,1.911437
0,7050,1.910026
0,7056,1.90861
0,7062,1.907191
0,7068,1.905768
0,7074,1.904341
0,7080,1.902911
0,7086,1.901477
0,7092,1.90004
0,7098,1.898599
0,7104,1.897155
0,7110,1.895708
0,7116,1.894258
0,7122,1.892804
0,7128,1.891347
0,7134,1.889888
0,7140,1.888425
0,7146,1.886959
0,7152,1.885491
0,7158,1.884019
0,7164,1.882545
0,7170,1.881068
0,7176,1.879588
0,7182,1.878106
0,7188,1.876621
0,7194,1.875133
0,7200,1.873643
0,7206,1.872177
0,7212,1.871362
0,7218,1.873153
0,7224,1.879966
0,7230,1.893437
0,7236,1.913878
0,7242,1.9404
0,7248,1.971351
0,7254,2.004775
0,7260,2.038765
0,7266,2.071689
0,7272,2.102294
0,7278,2.129731
0,7284,2.153522
0,7290,2.17349
0,7296,2.189689
0,7302,2.202343
0,7308,2.211787
0,7314,2.218413
0,7320,2.22264
0,7326,2.224877
0,7332,2.225511
0,7338,2.224893
0,7344,2.22333
0,7350,2.221087
0,7356,2.21838
0,7362,2.215388
0,7368,2.212249
0,7374,2.20907
0,7380,2.20593
0,7386,2.202884
0,7392,2.199969
0,7398,2.197208
0,7404,2.19461
0,7410,2.192173
0,7416,2.189893
0,7422,2.18776
0,7428,2.185767
0,7434,2.183901
0,7440,2.182153
0,7446,2.180514
0,7452,2.178972
0,7458,2.177519
0,7464,2.176147
0,7470,2.174847
0,7476,2.173612
0,7482,2.172437
0,7488,2.171314
0,7494,2.170239
0,7500,2.169208
0,7506,2.168214
0,7512,2.167256
0,7518,2.166329
0,7524,2.16543
0,7530,2.164557
0,7536,2.163706
0,7542,2.162874
0,7548,2.16206
0,7554,2.161261
0,7560,2.160476
0,7566,2.159704
0,7572,2.158942
0,7578,2.15819
0,7584,2.157446
0,7590,2.156711
0,7596,2.155982
0,7602,2.155259
0,7608,2.154542
0,7614,2.153829
0,7620,2.153121
0,7626,2.152416
0,7632,2.151714
0,7638,2.151015
0,7644,2.150317
0,7650,2.149619
0,7656,2.14892
0,7662,2.148217
0,7668,2.147511
0,7674,2.1468
0,7680,2.146085
0,7686,2.145365
0,7692,2.144639
0,7698,2.143906
0,7704,2.143168
0,7710,2.142425
0,7716,2.141675
0,7722,2.140918
0,7728,2.140156
0,7734,2.139387
0,7740,2.138611
0,7746,2.137828
0,7752,2.137039
0,7758,2.136242
0,7764,2.135439
0,7770,2.134629
0,7776,2.133812
0,7782,2.132989
0,7788,2.132158
0,7794,2.13132
0,7800,2.130476
0,7806,2.129624
0,7812,2.128765
0,7818,2.127899
0,7824,2.127026
0,7830,2.126146
0,7836,2.125259
0,7842,2.124364
0,7848,2.123463
0,7854,2.122555
0,7860,2.121639
0,7866,2.120717
0,7872,2.119787
0,7878,2.11885
0,7884,2.117905
0,7890,2.116952
0,7896,2.115991
0,7902,2.115021
0,7908,2.114043
0,7914,2.113056
0,7920,2.11206
0,7926,2.111056
0,7932,2.110043
0,7938,2.109021
0,7944,2.107991
0,7950,2.106952
0,7956,2.105906
0,7962,2.104851
0,7968,2.103788
0,7974,2.102716
0,7980,2.101635
0,7986,2.100547
0,7992,2.09945
0,7998,2.098345
0,8004,2.097231
0,8010,2.096109
0,8016,2.09498
0,8022,2.093842
0,8028,2.092697
0,8034,2.091543
0,8040,2.090382
0,8046,2.089213
0,8052,2.088036
0,8058,2.086852
0,8064,2.085659
0,8070,2.084459
0,8076,2.083251
0,8082,2.082036
0,8088,2.080814
0,8094,2.079583
0,8100,2.078346
0,8106,2.077101
0,8112,2.075849
0,8118,2.074589
0,8124,2.073323
0,8130,2.072049
0,8136,2.070768
0,8142,2.06948
0,8148,2.068186
0,8154,2.066884
0,8160,2.065576
0,8166,2.06426
0,8172,2.062939
0,8178,2.06161
0,8184,2.060275
0,8190,2.058934
0,8196,2.057586
0,8202,2.056231
0,8208,2.054871
0,8214,2.053504
0,8220,2.05213
0,8226,2.050751
0,8232,2.049366
0,8238,2.047975
0,8244,2.046577
0,8250,2.045174
0,8256,2.043765
0,8262,2.04235
0,8268,2.04093
