"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Gabapentin|Plasma (Peripheral Venous Blood) [µmol/l]"
0,1785,9.327743
0,1800,9.256713
0,1815,9.18606
0,1830,9.11578
0,1845,9.04587
0,1860,8.97633
0,1875,8.907156
0,1890,8.838347
0,1905,8.769902
0,1920,8.701818
0,1935,8.634095
0,1950,8.56673
0,1965,8.499723
0,1980,8.433073
0,1995,8.366778
0,2010,8.300837
0,2025,8.235249
0,2040,8.170013
0,2055,8.105129
0,2070,8.040595
0,2085,7.976412
0,2100,7.912578
0,2115,7.849092
0,2130,7.785954
0,2145,7.723165
0,2160,7.660721
0,2175,7.598625
0,2190,7.536875
0,2205,7.475471
0,2220,7.414412
0,2235,7.353699
0,2250,7.293331
0,2265,7.233306
0,2280,7.173627
0,2295,7.114291
0,2310,7.055299
0,2325,6.996651
0,2340,6.938346
0,2355,6.880384
0,2370,6.822765
0,2385,6.765489
0,2400,6.708555
0,2415,6.651963
0,2430,6.595713
0,2445,6.539805
0,2460,6.484239
0,2475,6.429014
0,2490,6.37413
0,2505,6.319587
0,2520,6.265384
0,2535,6.211522
0,2550,6.158
0,2565,6.104817
0,2580,6.051973
0,2595,5.999469
0,2610,5.947303
0,2625,5.895476
0,2640,5.843987
0,2655,5.792834
0,2670,5.742019
0,2685,5.691541
0,2700,5.641399
0,2715,5.591592
0,2730,5.542121
0,2745,5.492984
0,2760,5.444181
0,2775,5.395712
0,2790,5.347577
0,2805,5.299773
0,2820,5.252301
0,2835,5.20516
0,2850,5.158349
0,2865,5.111868
0,2880,5.065716
0,2895,5.019892
0,2910,4.974396
0,2925,4.929226
0,2940,4.884382
0,2955,4.839863
0,2970,4.795669
0,2985,4.751797
0,3000,4.708249
0,3015,4.665021
0,3030,4.622114
0,3045,4.579526
0,3060,4.537258
0,3075,4.495306
0,3090,4.453672
0,3105,4.412353
0,3120,4.371348
0,3135,4.330657
0,3150,4.290278
0,3165,4.25021
0,3180,4.210452
0,3195,4.171003
0,3210,4.131862
0,3225,4.093027
0,3240,4.054498
0,3255,4.016272
0,3270,3.97835
0,3285,3.940728
0,3300,3.903408
0,3315,3.866386
0,3330,3.829662
0,3345,3.793234
0,3360,3.757102
0,3375,3.721262
0,3390,3.685716
0,3405,3.65046
0,3420,3.615494
0,3435,3.580816
0,3450,3.546424
0,3465,3.512318
0,3480,3.478496
0,3495,3.444957
0,3510,3.411698
0,3525,3.378719
0,3540,3.346017
0,3555,3.313593
0,3570,3.281443
0,3585,3.249567
0,3600,3.217963
0,3615,3.18663
0,3630,3.155565
0,3645,3.124768
0,3660,3.094237
0,3675,3.06397
0,3690,3.033966
0,3705,3.004223
0,3720,2.97474
0,3735,2.945515
0,3750,2.916546
0,3765,2.887833
0,3780,2.859372
0,3795,2.831164
0,3810,2.803205
0,3825,2.775496
0,3840,2.748033
0,3855,2.720816
0,3870,2.693842
0,3885,2.667111
0,3900,2.64062
0,3915,2.614368
0,3930,2.588354
0,3945,2.562575
0,3960,2.53703
0,3975,2.511719
0,3990,2.486637
0,4005,2.461786
0,4020,2.437162
0,4035,2.412764
0,4050,2.38859
0,4065,2.36464
0,4080,2.34091
0,4095,2.317401
0,4110,2.294109
0,4125,2.271034
0,4140,2.248174
0,4155,2.225527
0,4170,2.203092
0,4185,2.180867
0,4200,2.158851
0,4215,2.137041
0,4230,2.115437
0,4245,2.094037
0,4260,2.072839
0,4275,2.051842
0,4290,2.031044
0,4305,2.010443
0,4320,1.990039
0,4335,1.969829
0,4350,1.949812
0,4365,1.929986
0,4380,1.91035
0,4395,1.890903
0,4410,1.871642
0,4425,1.852567
0,4440,1.833676
0,4455,1.814966
0,4470,1.796438
0,4485,1.778089
0,4500,1.759918
0,4515,1.741924
0,4530,1.724104
0,4545,1.706458
0,4560,1.688983
0,4575,1.67168
0,4590,1.654545
0,4605,1.637578
0,4620,1.620777
0,4635,1.604142
0,4650,1.587669
0,4665,1.571359
0,4680,1.555209
0,4695,1.539219
0,4710,1.523386
0,4725,1.50771
0,4740,1.492189
0,4755,1.476821
0,4770,1.461606
0,4785,1.446542
0,4800,1.431628
0,4815,1.416862
0,4830,1.402244
0,4845,1.387771
0,4860,1.373442
0,4875,1.359257
0,4890,1.345213
0,4905,1.33131
0,4920,1.317547
0,4935,1.303921
0,4950,1.290432
0,4965,1.277079
0,4980,1.26386
0,4995,1.250775
0,5010,1.237821
0,5025,1.224997
0,5040,1.212304
0,5055,1.199738
0,5070,1.187299
0,5085,1.174987
0,5100,1.162799
0,5115,1.150734
0,5130,1.138793
0,5145,1.126972
0,5160,1.115271
0,5175,1.103689
0,5190,1.092226
0,5205,1.080878
0,5220,1.069647
0,5235,1.05853
0,5250,1.047527
0,5265,1.036636
0,5280,1.025856
0,5295,1.015186
0,5310,1.004626
0,5325,0.9941737
0,5340,0.9838286
0,5355,0.9735895
0,5370,0.9634556
0,5385,0.9534255
0,5400,0.9434986
0,5415,0.9336736
0,5430,0.9239497
0,5445,0.9143259
0,5460,0.9048011
0,5475,0.8953745
0,5490,0.8860449
0,5505,0.8768116
0,5520,0.8676736
0,5535,0.8586299
0,5550,0.8496796
0,5565,0.8408218
0,5580,0.8320555
0,5595,0.8233799
0,5610,0.8147941
0,5625,0.8062972
0,5640,0.7978883
0,5655,0.7895665
0,5670,0.781331
0,5685,0.7731809
0,5700,0.7651154
0,5715,0.7571335
0,5730,0.7492346
0,5745,0.7414177
0,5760,0.733682
0,5775,0.7260268
0,5790,0.7184512
0,5805,0.7109544
0,5820,0.7035356
0,5835,0.696194
0,5850,0.6889289
0,5865,0.6817395
0,5880,0.674625
0,5895,0.6675847
0,5910,0.6606178
0,5925,0.6537237
0,5940,0.6469014
0,5955,0.6401503
0,5970,0.6334697
0,5985,0.6268589
0,6000,0.6203172
0,6015,0.6138437
0,6030,0.607438
0,6045,0.6010993
0,6060,0.5948268
0,6075,0.5886199
0,6090,0.582478
0,6105,0.5764004
0,6120,0.5703864
0,6135,0.5644353
0,6150,0.5585465
0,6165,0.5527195
0,6180,0.5469535
0,6195,0.5412479
0,6210,0.5356021
0,6225,0.5300155
0,6240,0.5244874
0,6255,0.5190173
0,6270,0.5136046
0,6285,0.5082487
0,6300,0.502949
0,6315,0.4977049
0,6330,0.4925158
0,6345,0.4873811
0,6360,0.4823004
0,6375,0.477273
0,6390,0.4722984
0,6405,0.4673761
0,6420,0.4625055
0,6435,0.4576859
0,6450,0.4529171
0,6465,0.4481983
0,6480,0.4435292
0,6495,0.4389091
0,6510,0.4343375
0,6525,0.429814
0,6540,0.4253381
0,6555,0.4209092
0,6570,0.4165269
0,6585,0.4121906
0,6600,0.4078999
0,6615,0.4036544
0,6630,0.3994535
0,6645,0.3952968
0,6660,0.3911837
0,6675,0.387114
0,6690,0.383087
0,6705,0.3791024
0,6720,0.3751598
0,6735,0.3712586
0,6750,0.3673984
0,6765,0.3635789
0,6780,0.3597995
0,6795,0.3560598
0,6810,0.3523596
0,6825,0.3486982
0,6840,0.3450754
0,6855,0.3414907
0,6870,0.3379437
0,6885,0.334434
0,6900,0.3309613
0,6915,0.327525
0,6930,0.3241249
0,6945,0.3207606
0,6960,0.3174317
0,6975,0.3141378
0,6990,0.3108786
0,7005,0.3076536
0,7020,0.3044626
0,7035,0.3013051
0,7050,0.2981808
0,7065,0.2950894
0,7080,0.2920305
0,7095,0.2890038
0,7110,0.2860089
0,7125,0.2830455
0,7140,0.2801132
0,7155,0.2772118
0,7170,0.2743409
0,7185,0.2715002
0,7200,0.2686893
0,7215,0.265908
0,7230,0.2631559
0,7245,0.2604327
0,7260,0.2577382
0,7275,0.255072
0,7290,0.2524337
0,7305,0.2498233
0,7320,0.2472402
0,7335,0.2446843
0,7350,0.2421552
0,7365,0.2396527
0,7380,0.2371764
0,7395,0.2347262
0,7410,0.2323017
0,7425,0.2299027
0,7440,0.2275288
0,7455,0.2251799
0,7470,0.2228556
0,7485,0.2205557
0,7500,0.2182799
0,7515,0.216028
0,7530,0.2137998
0,7545,0.2115949
0,7560,0.2094132
0,7575,0.2072543
0,7590,0.2051181
0,7605,0.2030042
0,7620,0.2009126
0,7635,0.1988428
0,7650,0.1967947
0,7665,0.1947682
0,7680,0.1927628
0,7695,0.1907785
0,7710,0.1888149
0,7725,0.1868719
0,7740,0.1849493
0,7755,0.1830468
0,7770,0.1811642
0,7785,0.1793013
0,7800,0.1774579
0,7815,0.1756338
0,7830,0.1738288
0,7845,0.1720427
0,7860,0.1702753
0,7875,0.1685263
0,7890,0.1667957
0,7905,0.1650831
0,7920,0.1633884
0,7935,0.1617115
0,7950,0.1600521
0,7965,0.15841
0,7980,0.1567851
0,7995,0.1551771
0,8010,0.153586
0,8025,0.1520114
0,8040,0.1504533
0,8055,0.1489115
0,8070,0.1473858
0,8085,0.145876
0,8100,0.1443819
0,8115,0.1429034
0,8130,0.1414404
0,8145,0.1399926
0,8160,0.1385599
0,8175,0.1371421
0,8190,0.1357391
0,8205,0.1343507
0,8220,0.1329768
0,8235,0.1316173
0,8250,0.1302718
0,8265,0.1289404
0,8280,0.1276229
0,8295,0.126319
0,8310,0.1250288
0,8325,0.1237519
0,8340,0.1224884
0,8355,0.121238
0,8370,0.1200006
0,8385,0.118776
0,8400,0.1175642
0,8415,0.116365
0,8430,0.1151783
0,8445,0.1140039
0,8460,0.1128417
0,8475,0.1116915
0,8490,0.1105533
0,8505,0.109427
0,8520,0.1083123
0,8535,0.1072092
0,8550,0.1061175
0,8565,0.1050371
0,8580,0.103968
0,8595,0.10291
0,8610,0.1018629
0,8625,0.1008267
0,8640,0.0998012
0,8655,0.09878635
0,8670,0.09778201
0,8685,0.09678807
0,8700,0.09580444
0,8715,0.09483098
0,8730,0.09386761
0,8745,0.0929142
0,8760,0.09197066
0,8775,0.09103689
0,8790,0.09011277
0,8805,0.08919821
0,8820,0.08829311
0,8835,0.08739737
0,8850,0.08651087
0,8865,0.08563355
0,8880,0.08476529
0,8895,0.083906
0,8910,0.08305558
0,8925,0.08221395
0,8940,0.08138099
0,8955,0.08055665
0,8970,0.0797408
0,8985,0.07893337
0,9000,0.07813428
0,9015,0.07734342
0,9030,0.07656071
0,9045,0.07578608
0,9060,0.07501943
0,9075,0.07426067
0,9090,0.07350975
0,9105,0.07276654
0,9120,0.072031
0,9135,0.07130302
0,9150,0.07058255
0,9165,0.06986948
0,9180,0.06916375
0,9195,0.06846529
0,9210,0.06777401
0,9225,0.06708983
0,9240,0.06641269
0,9255,0.06574251
0,9270,0.06507921
0,9285,0.06442273
0,9300,0.063773
0,9315,0.06312993
0,9330,0.06249347
0,9345,0.06186355
0,9360,0.06124009
0,9375,0.06062302
0,9390,0.06001229
0,9405,0.05940782
0,9420,0.05880956
0,9435,0.05821742
0,9450,0.05763135
0,9465,0.0570513
0,9480,0.05647718
0,9495,0.05590895
0,9510,0.05534654
0,9525,0.05478988
0,9540,0.05423893
0,9555,0.05369361
0,9570,0.05315388
0,9585,0.05261966
0,9600,0.05209092
0,9615,0.05156758
0,9630,0.05104959
0,9645,0.05053689
0,9660,0.05002944
0,9675,0.04952717
0,9690,0.04903004
0,9705,0.04853798
0,9720,0.04805094
0,9735,0.04756888
0,9750,0.04709174
0,9765,0.04661947
0,9780,0.04615203
0,9795,0.04568934
0,9810,0.04523138
0,9825,0.04477809
0,9840,0.04432942
0,9855,0.04388532
0,9870,0.04344575
0,9885,0.04301066
0,9900,0.04258
0,9915,0.04215372
0,9930,0.04173179
0,9945,0.04131415
0,9960,0.04090077
0,9975,0.04049158
0,9990,0.04008657
0,10005,0.03968567
0,10020,0.03928886
0,10035,0.03889607
0,10050,0.03850728
0,10065,0.03812244
0,10080,0.03774151
0,10095,0.03736445
0,10110,0.03699122
0,10125,0.03662179
0,10140,0.0362561
0,10155,0.03589413
0,10170,0.03553583
0,10185,0.03518116
0,10200,0.0348301
1,0,0
1,3,0.001526081
1,6,0.0290818
1,9,0.1230002
1,12,0.3079486
1,15,0.5916772
1,18,0.9693692
1,21,1.428372
1,24,1.952147
1,27,2.523123
1,30,3.124494
1,33,3.741218
1,36,4.360457
1,39,4.971646
1,42,5.566385
1,45,6.1382
1,48,6.682279
1,51,7.195226
1,54,7.674834
1,57,8.119867
1,60,8.529886
1,63,8.905097
1,66,9.246223
1,69,9.554396
1,72,9.831057
1,75,10.07788
1,78,10.29673
1,81,10.48955
1,84,10.65836
1,87,10.80521
1,90,10.93211
1,93,11.04105
1,96,11.13393
1,99,11.21259
1,102,11.27872
1,105,11.33394
1,108,11.37971
1,111,11.41737
1,114,11.44814
1,117,11.4731
1,120,11.49321
1,135,11.5466
1,150,11.56396
1,165,11.57368
1,180,11.58463
1,195,11.59836
1,210,11.61435
1,225,11.63175
1,240,11.64992
1,255,11.66842
1,270,11.68702
1,285,11.70558
1,300,11.72406
1,315,11.74245
1,330,11.76076
1,345,11.77902
1,360,11.79726
1,375,11.81551
1,390,11.8338
1,405,11.85215
1,420,11.87059
1,435,11.88912
1,450,11.90776
1,465,11.92652
1,480,11.9454
1,495,11.96442
1,510,11.98357
1,525,12.00284
1,540,12.02226
1,555,12.04179
1,570,12.06146
1,585,12.08125
1,600,12.10115
1,615,12.12116
1,630,12.14128
1,645,12.16151
1,660,12.18182
1,675,12.20222
1,690,12.2227
1,705,12.24325
1,720,12.26387
1,735,12.28455
1,750,12.30528
1,765,12.32606
1,780,12.34687
1,795,12.36771
1,810,12.38858
1,825,12.40946
1,840,12.43036
1,855,12.45125
1,870,12.47214
1,885,12.49302
1,900,12.51388
1,915,12.53472
1,930,12.55553
1,945,12.5763
1,960,12.59703
1,975,12.61771
1,990,12.63834
1,1005,12.6589
1,1020,12.6794
1,1035,12.69983
1,1050,12.72017
1,1065,12.74044
1,1080,12.76062
1,1095,12.7807
1,1110,12.80069
1,1125,12.82058
1,1140,12.84035
1,1155,12.86002
1,1170,12.87957
1,1185,12.899
1,1200,12.9183
1,1215,12.93747
1,1230,12.95652
1,1245,12.97542
1,1260,12.99419
1,1275,13.01281
1,1290,13.03128
1,1305,13.04961
1,1320,13.06778
1,1335,13.08579
1,1350,13.10365
1,1365,13.12134
1,1380,13.13887
1,1395,13.15623
1,1410,13.17343
1,1425,13.19045
1,1440,13.20729
1,1455,13.22396
1,1470,13.24045
1,1485,13.25677
1,1500,13.2729
1,1515,13.28885
1,1530,13.30461
1,1545,13.32019
1,1560,13.33558
1,1575,13.35078
1,1590,13.36579
1,1605,13.38061
1,1620,13.39524
1,1635,13.40967
1,1650,13.42391
1,1665,13.43796
1,1680,13.45181
1,1695,13.46547
1,1710,13.47893
1,1725,13.4922
1,1740,13.50527
1,1755,13.51815
1,1770,13.53082
1,1785,13.5433
1,1800,13.55559
1,1815,13.56768
1,1830,13.57957
1,1845,13.59126
1,1860,13.60276
1,1875,13.61407
1,1890,13.62517
1,1905,13.63609
1,1920,13.64681
1,1935,13.65733
1,1950,13.66767
1,1965,13.67781
1,1980,13.68776
1,1995,13.69751
1,2010,13.70708
1,2025,13.71646
1,2040,13.72565
1,2055,13.73465
1,2070,13.74347
1,2085,13.7521
1,2100,13.76054
1,2115,13.76881
1,2130,13.77689
1,2145,13.78478
1,2160,13.7925
1,2175,13.80004
1,2190,13.8074
1,2205,13.81459
1,2220,13.8216
1,2235,13.82843
1,2250,13.83509
1,2265,13.84158
1,2280,13.8479
1,2295,13.85405
1,2310,13.86004
1,2325,13.86586
1,2340,13.87151
1,2355,13.877
1,2370,13.88233
1,2385,13.8875
1,2400,13.89251
1,2415,13.89736
1,2430,13.90205
1,2445,13.9066
1,2460,13.91098
1,2475,13.91522
1,2490,13.91931
1,2505,13.92325
1,2520,13.92704
1,2535,13.93068
1,2550,13.93418
1,2565,13.93754
1,2580,13.94076
1,2595,13.94384
1,2610,13.94678
1,2625,13.94958
1,2640,13.95225
1,2655,13.95479
1,2670,13.95719
1,2685,13.95947
1,2700,13.96161
1,2715,13.96363
1,2730,13.96552
1,2745,13.96729
1,2760,13.96893
1,2775,13.97045
1,2790,13.97186
1,2805,13.97314
1,2820,13.97431
1,2835,13.97536
1,2850,13.9763
1,2865,13.97712
1,2880,13.97784
1,2895,13.97844
1,2910,13.97894
1,2925,13.97933
1,2940,13.97961
1,2955,13.97979
1,2970,13.97987
1,2985,13.97984
1,3000,13.97972
1,3015,13.9795
1,3030,13.97918
1,3045,13.97876
1,3060,13.97825
1,3075,13.97765
1,3090,13.97695
1,3105,13.97616
1,3120,13.97529
1,3135,13.97432
1,3150,13.97327
1,3165,13.97214
1,3180,13.97092
1,3195,13.96961
1,3210,13.96823
1,3225,13.96676
1,3240,13.96522
1,3255,13.96359
1,3270,13.96189
1,3285,13.96011
1,3300,13.95826
1,3315,13.95634
1,3330,13.95434
1,3345,13.95227
1,3360,13.95013
1,3375,13.94792
1,3390,13.94564
1,3405,13.9433
1,3420,13.94089
1,3435,13.93841
1,3450,13.93587
1,3465,13.93327
1,3480,13.93061
1,3495,13.92788
1,3510,13.9251
1,3525,13.92225
1,3540,13.91935
1,3555,13.91639
1,3570,13.91337
1,3585,13.9103
1,3600,13.90718
1,3615,13.904
1,3630,13.90077
1,3645,13.89749
1,3660,13.89415
1,3675,13.89077
1,3690,13.88734
1,3705,13.88385
1,3720,13.88033
1,3735,13.87675
1,3750,13.87313
1,3765,13.86947
1,3780,13.86576
1,3795,13.862
1,3810,13.85821
1,3825,13.85437
1,3840,13.85049
1,3855,13.84657
1,3870,13.84261
1,3885,13.83861
1,3900,13.83457
1,3915,13.8305
1,3930,13.82639
1,3945,13.82224
1,3960,13.81806
1,3975,13.81384
1,3990,13.80958
1,4005,13.8053
1,4020,13.80098
1,4035,13.79663
1,4050,13.79224
1,4065,13.78783
1,4080,13.78338
1,4095,13.7789
1,4110,13.7744
1,4125,13.76986
1,4140,13.7653
1,4155,13.76071
1,4170,13.75609
1,4185,13.75144
1,4200,13.74677
1,4215,13.74207
1,4230,13.73735
1,4245,13.7326
1,4260,13.72783
1,4275,13.72303
1,4290,13.71821
1,4305,13.71337
1,4320,13.70851
1,4335,13.70362
1,4350,13.69871
1,4365,13.69378
1,4380,13.68883
1,4395,13.68386
1,4410,13.67887
1,4425,13.67386
1,4440,13.66883
1,4455,13.66378
1,4470,13.65872
1,4485,13.65363
1,4500,13.64853
1,4515,13.64341
1,4530,13.63828
1,4545,13.63313
1,4560,13.62796
1,4575,13.62278
1,4590,13.61758
1,4605,13.61236
1,4620,13.60713
1,4635,13.60189
1,4650,13.59663
1,4665,13.59136
1,4680,13.58608
1,4695,13.58078
1,4710,13.57547
1,4725,13.57015
1,4740,13.56482
1,4755,13.55947
1,4770,13.55411
1,4785,13.54874
1,4800,13.54336
1,4815,13.53797
1,4830,13.53256
1,4845,13.52715
1,4860,13.52173
1,4875,13.51629
1,4890,13.51085
1,4905,13.5054
1,4920,13.49994
1,4935,13.49447
1,4950,13.48899
1,4965,13.4835
1,4980,13.47801
1,4995,13.4725
1,5010,13.46699
1,5025,13.46147
1,5040,13.45594
1,5055,13.45041
1,5070,13.44487
1,5085,13.43932
1,5100,13.43377
1,5115,13.4282
1,5130,13.42264
1,5145,13.41706
1,5160,13.41148
1,5175,13.4059
1,5190,13.40031
1,5205,13.39471
1,5220,13.38911
1,5235,13.3835
1,5250,13.37789
1,5265,13.37227
1,5280,13.36665
1,5295,13.36103
1,5310,13.3554
1,5325,13.34976
1,5340,13.34412
1,5355,13.33848
1,5370,13.33283
1,5385,13.32718
1,5400,13.32153
1,5415,13.31587
1,5430,13.31021
1,5445,13.30455
1,5460,13.29888
1,5475,13.29321
1,5490,13.28754
1,5505,13.28186
1,5520,13.27618
1,5535,13.2705
1,5550,13.26482
1,5565,13.25914
1,5580,13.25345
1,5595,13.24776
1,5610,13.24207
1,5625,13.23637
1,5640,13.23068
1,5655,13.22498
1,5670,13.21928
1,5685,13.21358
1,5700,13.20788
1,5715,13.20218
1,5730,13.19647
1,5745,13.19077
1,5760,13.18506
1,5775,13.17935
1,5790,13.17364
1,5805,13.16793
1,5820,13.16222
1,5835,13.15651
1,5850,13.1508
1,5865,13.14509
1,5880,13.13938
1,5895,13.13366
1,5910,13.12795
1,5925,13.12224
1,5940,13.11652
1,5955,13.11081
1,5970,13.10509
1,5985,13.09938
1,6000,13.09366
1,6015,13.08795
1,6030,13.08223
1,6045,13.07652
1,6060,13.0708
1,6075,13.06509
1,6090,13.05938
1,6105,13.05366
1,6120,13.04795
1,6135,13.04224
1,6150,13.03653
1,6165,13.03081
1,6180,13.0251
1,6195,13.01939
1,6210,13.01368
1,6225,13.00797
1,6240,13.00227
1,6255,12.99656
1,6270,12.99085
1,6285,12.98515
1,6300,12.97944
1,6315,12.97374
1,6330,12.96804
1,6345,12.96233
1,6360,12.95663
1,6375,12.95093
1,6390,12.94524
1,6405,12.93954
1,6420,12.93384
1,6435,12.92815
1,6450,12.92245
1,6465,12.91676
1,6480,12.91107
1,6495,12.90538
1,6510,12.89969
1,6525,12.89401
1,6540,12.88832
1,6555,12.88264
1,6570,12.87696
1,6585,12.87127
1,6600,12.86559
1,6615,12.85992
1,6630,12.85424
1,6645,12.84857
1,6660,12.84289
1,6675,12.83722
1,6690,12.83155
1,6705,12.82588
1,6720,12.82022
1,6735,12.81455
1,6750,12.80889
1,6765,12.80323
1,6780,12.79757
1,6795,12.79191
1,6810,12.78626
1,6825,12.78061
1,6840,12.77495
1,6855,12.7693
1,6870,12.76366
1,6885,12.75801
1,6900,12.75237
1,6915,12.74672
1,6930,12.74108
1,6945,12.73545
1,6960,12.72981
1,6975,12.72417
1,6990,12.71854
1,7005,12.71291
1,7020,12.70728
1,7035,12.70166
1,7050,12.69603
1,7065,12.69041
1,7080,12.68479
1,7095,12.67917
1,7110,12.67356
1,7125,12.66794
1,7140,12.66233
1,7155,12.65672
1,7170,12.65112
1,7185,12.64551
1,7200,12.63991
1,7215,12.63431
1,7230,12.62871
1,7245,12.62311
1,7260,12.61752
1,7275,12.61193
1,7290,12.60634
1,7305,12.60075
1,7320,12.59516
1,7335,12.58958
1,7350,12.584
1,7365,12.57842
1,7380,12.57284
1,7395,12.56727
1,7410,12.5617
1,7425,12.55613
1,7440,12.55056
1,7455,12.545
1,7470,12.53944
1,7485,12.53388
1,7500,12.52832
1,7515,12.52276
1,7530,12.51721
1,7545,12.51166
1,7560,12.50611
1,7575,12.50056
1,7590,12.49502
1,7605,12.48948
1,7620,12.48394
1,7635,12.4784
1,7650,12.47287
1,7665,12.46733
1,7680,12.4618
1,7695,12.45628
1,7710,12.45075
1,7725,12.44523
1,7740,12.43971
1,7755,12.43419
1,7770,12.42867
1,7785,12.42316
1,7800,12.41765
1,7815,12.41214
1,7830,12.40664
1,7845,12.40113
1,7860,12.39563
1,7875,12.39013
1,7890,12.38463
1,7905,12.37914
1,7920,12.37365
1,7935,12.36816
1,7950,12.36267
1,7965,12.35719
1,7980,12.35171
1,7995,12.34623
1,8010,12.34075
1,8025,12.33527
1,8040,12.3298
1,8055,12.32433
1,8070,12.31886
1,8085,12.3134
1,8100,12.30794
1,8115,12.30247
1,8130,12.29702
1,8145,12.29156
1,8160,12.28611
1,8175,12.28066
1,8190,12.27521
1,8205,12.26976
1,8220,12.26432
1,8235,12.25888
1,8250,12.25344
1,8265,12.248
1,8280,12.24257
1,8295,12.23714
1,8310,12.23171
1,8325,12.22628
1,8340,12.22086
1,8355,12.21544
1,8370,12.21002
1,8385,12.2046
1,8400,12.19919
1,8415,12.19378
1,8430,12.18837
1,8445,12.18296
1,8460,12.17756
1,8475,12.17215
1,8490,12.16675
1,8505,12.16136
1,8520,12.15596
1,8535,12.15057
1,8550,12.14518
1,8565,12.13979
1,8580,12.13441
1,8595,12.12902
1,8610,12.12364
1,8625,12.11827
1,8640,12.11289
1,8655,12.10752
1,8670,12.10215
1,8685,12.09678
1,8700,12.09141
1,8715,12.08605
1,8730,12.08069
1,8745,12.07533
1,8760,12.06997
1,8775,12.06462
1,8790,12.05927
1,8805,12.05392
1,8820,12.04857
1,8835,12.04323
1,8850,12.03789
1,8865,12.03255
1,8880,12.02721
1,8895,12.02188
1,8910,12.01654
1,8925,12.01121
1,8940,12.00589
1,8955,12.00056
1,8970,11.99524
1,8985,11.98992
1,9000,11.9846
1,9015,11.97929
1,9030,11.97397
1,9045,11.96866
1,9060,11.96336
1,9075,11.95805
1,9090,11.95275
1,9105,11.94745
1,9120,11.94215
1,9135,11.93685
1,9150,11.93156
1,9165,11.92627
1,9180,11.92098
1,9195,11.91569
1,9210,11.91041
1,9225,11.90513
1,9240,11.89985
1,9255,11.89457
1,9270,11.88929
1,9285,11.88402
1,9300,11.87875
1,9315,11.87349
1,9330,11.86822
1,9345,11.86296
1,9360,11.8577
1,9375,11.85244
1,9390,11.84718
1,9405,11.84193
1,9420,11.83668
1,9435,11.83143
1,9450,11.82619
1,9465,11.82094
1,9480,11.8157
