"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Atenolol|Whole Blood (Peripheral Venous Blood) [µmol/l]"
23,1425,0.1626541
23,1440,0.162785
24,0,0
24,3,6.292748E-07
24,6,3.14232E-05
24,9,0.0002212572
24,12,0.0007879741
24,15,0.001993933
24,18,0.00410595
24,21,0.007364757
24,24,0.01196676
24,27,0.01805592
24,30,0.02572248
24,33,0.03500569
24,36,0.04589867
24,39,0.05835443
24,42,0.07229233
24,45,0.08760452
24,48,0.1041621
24,51,0.1218209
24,54,0.1404267
24,57,0.1598201
24,60,0.1798402
24,63,0.2003285
24,66,0.2211315
24,69,0.242103
24,72,0.2631059
24,75,0.2840133
24,78,0.3047096
24,81,0.3250909
24,84,0.3450647
24,87,0.3645508
24,90,0.38348
24,93,0.4017945
24,96,0.4194464
24,99,0.4363983
24,102,0.4526213
24,105,0.4680951
24,108,0.4828069
24,111,0.4967509
24,114,0.5099272
24,117,0.5223413
24,120,0.5340033
24,135,0.5816372
24,150,0.6136603
24,165,0.6334794
24,180,0.6443778
24,195,0.6491239
24,210,0.6498653
24,225,0.6481758
24,240,0.6451614
24,255,0.6415637
24,270,0.6378592
24,285,0.6343368
24,300,0.6311556
24,315,0.6283897
24,330,0.6260592
24,345,0.6241515
24,360,0.622637
24,375,0.6214779
24,390,0.6206344
24,405,0.620068
24,420,0.6197431
24,435,0.6196283
24,450,0.6196957
24,465,0.6199215
24,480,0.6202849
24,495,0.6207685
24,510,0.621357
24,525,0.6220378
24,540,0.6227996
24,555,0.6236329
24,570,0.6245297
24,585,0.6254826
24,600,0.6264854
24,615,0.6275327
24,630,0.6286194
24,645,0.6297413
24,660,0.6308945
24,675,0.6320752
24,690,0.6332803
24,705,0.6345068
24,720,0.6357519
24,735,0.637013
24,750,0.6382875
24,765,0.6395735
24,780,0.6408684
24,795,0.6421704
24,810,0.6434774
24,825,0.6447875
24,840,0.646099
24,855,0.6474102
24,870,0.6487191
24,885,0.6500244
24,900,0.6513243
24,915,0.6526173
24,930,0.6539021
24,945,0.655177
24,960,0.6564408
24,975,0.6576921
24,990,0.6589295
24,1005,0.6601518
24,1020,0.6613578
24,1035,0.6625462
24,1050,0.6637158
24,1065,0.6648657
24,1080,0.6659946
24,1095,0.6671015
24,1110,0.6681854
24,1125,0.6692453
24,1140,0.6702803
24,1155,0.6712894
24,1170,0.6722718
24,1185,0.6732267
24,1200,0.674153
24,1215,0.6750503
24,1230,0.6759176
24,1245,0.6767543
24,1260,0.6775597
24,1275,0.6783331
24,1290,0.6790739
24,1305,0.6797816
24,1320,0.6804555
24,1335,0.6810952
24,1350,0.6817002
24,1365,0.6822699
24,1380,0.682804
24,1395,0.6833021
24,1410,0.6837637
24,1425,0.6841887
24,1440,0.6845765
25,0,0
25,3,4.066441E-07
25,6,1.550916E-05
25,9,9.837261E-05
25,12,0.0003370244
25,15,0.0008426265
25,18,0.001734547
25,21,0.003126527
25,24,0.005116315
25,27,0.007778805
25,30,0.01116241
25,33,0.01528806
25,36,0.0201503
25,39,0.02571995
25,42,0.03194771
25,45,0.0387684
25,48,0.04610518
25,51,0.0538737
25,54,0.06198577
25,57,0.07035252
25,60,0.07888704
25,63,0.08750642
25,66,0.09613328
25,69,0.1046968
25,72,0.1131336
25,75,0.1213875
25,78,0.1294105
25,81,0.1371617
25,84,0.1446075
25,87,0.1517214
25,90,0.1584827
25,93,0.1648769
25,96,0.1708944
25,99,0.1765303
25,102,0.1817838
25,105,0.1866576
25,108,0.1911573
25,111,0.1952911
25,114,0.1990694
25,117,0.202504
25,120,0.2056083
25,135,0.2166961
25,150,0.2218265
25,165,0.2228429
25,180,0.2212734
25,195,0.2182676
25,210,0.214622
25,225,0.2108427
25,240,0.2072194
25,255,0.2038944
25,270,0.2009186
25,285,0.1982913
25,300,0.1959865
25,315,0.1939679
25,330,0.1921979
25,345,0.1906411
25,360,0.1892662
25,375,0.1880466
25,390,0.1869594
25,405,0.1859857
25,420,0.1851097
25,435,0.1843182
25,450,0.1836003
25,465,0.1829467
25,480,0.1823498
25,495,0.1818032
25,510,0.1813014
25,525,0.1808398
25,540,0.1804145
25,555,0.1800222
25,570,0.17966
25,585,0.1793253
25,600,0.1790159
25,615,0.1787299
25,630,0.1784656
25,645,0.1782215
25,660,0.177996
25,675,0.177788
25,690,0.1775962
25,705,0.1774194
25,720,0.1772568
25,735,0.1771072
25,750,0.1769698
25,765,0.1768437
25,780,0.1767279
25,795,0.1766218
25,810,0.1765244
25,825,0.176435
25,840,0.176353
25,855,0.1762775
25,870,0.1762078
25,885,0.1761434
25,900,0.1760834
25,915,0.1760273
25,930,0.1759745
25,945,0.1759242
25,960,0.1758761
25,975,0.1758293
25,990,0.1757834
25,1005,0.1757379
25,1020,0.1756922
25,1035,0.1756458
25,1050,0.1755982
25,1065,0.1755488
25,1080,0.1754974
25,1095,0.1754432
25,1110,0.1753861
25,1125,0.1753255
25,1140,0.1752609
25,1155,0.1751922
25,1170,0.1751187
25,1185,0.1750402
25,1200,0.1749564
25,1215,0.1748669
25,1230,0.1747713
25,1245,0.1746695
25,1260,0.174561
25,1275,0.1744456
25,1290,0.1743231
25,1305,0.1741931
25,1320,0.1740556
25,1335,0.1739101
25,1350,0.1737566
25,1365,0.1735948
25,1380,0.1734246
25,1395,0.1732457
25,1410,0.1730581
25,1425,0.1728615
25,1440,0.1726558
26,0,0
26,3,2.167625E-07
26,6,8.770788E-06
26,9,5.743521E-05
26,12,0.0002014574
26,15,0.0005128026
26,18,0.001070475
26,21,0.001950898
26,24,0.003220057
26,27,0.004927922
26,30,0.007105435
26,33,0.009763784
26,36,0.01289553
26,39,0.01647706
26,42,0.0204717
26,45,0.02483314
26,48,0.02950861
26,51,0.0344419
26,54,0.0395757
26,57,0.04485365
26,60,0.05022179
26,63,0.0556297
26,66,0.06103122
26,69,0.06638492
26,72,0.0716543
26,75,0.07680782
26,78,0.08181879
26,81,0.08666515
26,84,0.09132921
26,87,0.09579722
26,90,0.1000591
26,93,0.104108
26,96,0.10794
26,99,0.1115536
26,102,0.1149494
26,105,0.1181301
26,108,0.1210996
26,111,0.123863
26,114,0.1264265
26,117,0.128797
26,120,0.1309821
26,135,0.1394216
26,150,0.144518
26,165,0.1472938
26,180,0.1485855
26,195,0.1490027
26,210,0.1489403
26,225,0.1486264
26,240,0.1481876
26,255,0.1476907
26,270,0.14717
26,285,0.1466434
26,300,0.146121
26,315,0.1456093
26,330,0.1451126
26,345,0.1446344
26,360,0.1441771
26,375,0.1437424
26,390,0.1433317
26,405,0.1429455
26,420,0.1425843
26,435,0.142248
26,450,0.1419363
26,465,0.1416489
26,480,0.1413852
26,495,0.1411444
26,510,0.1409259
26,525,0.1407287
26,540,0.1405521
26,555,0.1403952
26,570,0.1402571
26,585,0.140137
26,600,0.140034
26,615,0.1399473
26,630,0.139876
26,645,0.1398193
26,660,0.1397764
26,675,0.1397465
26,690,0.1397289
26,705,0.1397227
26,720,0.1397271
26,735,0.1397416
26,750,0.1397652
26,765,0.1397974
26,780,0.1398373
26,795,0.1398844
26,810,0.139938
26,825,0.1399973
26,840,0.1400619
26,855,0.1401309
26,870,0.1402038
26,885,0.14028
26,900,0.1403589
26,915,0.14044
26,930,0.1405226
26,945,0.1406063
26,960,0.1406904
26,975,0.1407745
26,990,0.140858
26,1005,0.1409405
26,1020,0.1410214
26,1035,0.1411004
26,1050,0.141177
26,1065,0.1412507
26,1080,0.141321
26,1095,0.1413877
26,1110,0.1414503
26,1125,0.1415084
26,1140,0.1415617
26,1155,0.1416098
26,1170,0.1416524
26,1185,0.1416891
26,1200,0.1417197
26,1215,0.1417438
26,1230,0.1417612
26,1245,0.1417715
26,1260,0.1417746
26,1275,0.1417702
26,1290,0.1417581
26,1305,0.141738
26,1320,0.1417097
26,1335,0.1416731
26,1350,0.141628
26,1365,0.1415742
26,1380,0.1415115
26,1395,0.1414398
26,1410,0.141359
26,1425,0.1412689
26,1440,0.1411695
27,0,0
27,3,8.260268E-07
27,6,3.708093E-05
27,9,0.0002518105
27,12,0.0008968727
27,15,0.002296171
27,18,0.004794206
27,21,0.008707852
27,24,0.01429052
27,27,0.02171036
27,30,0.03104123
27,33,0.0422642
27,36,0.05527668
27,39,0.06990658
27,42,0.0859291
27,45,0.1030837
27,48,0.1210903
27,51,0.1396627
27,54,0.1585214
27,57,0.1774016
27,60,0.1960607
27,63,0.2142826
27,66,0.2318804
27,69,0.2486972
27,72,0.2646063
27,75,0.2795097
27,78,0.2933367
27,81,0.3060411
27,84,0.317599
27,87,0.3280057
27,90,0.3372734
27,93,0.345428
27,96,0.352507
27,99,0.358557
27,102,0.3636313
27,105,0.3677885
27,108,0.3710903
27,111,0.3736004
27,114,0.375383
27,117,0.3765023
27,120,0.3770209
27,135,0.3726317
27,150,0.3611002
27,165,0.3469683
27,180,0.3329722
27,195,0.320462
27,210,0.3099061
27,225,0.3012806
27,240,0.2943332
27,255,0.2887435
27,270,0.284206
27,285,0.2804645
27,300,0.2773191
27,315,0.2746207
27,330,0.2722606
27,345,0.2701614
27,360,0.2682675
27,375,0.2665396
27,390,0.2649491
27,405,0.2634752
27,420,0.2621021
27,435,0.260818
27,450,0.2596135
27,465,0.2584811
27,480,0.2574145
27,495,0.2564084
27,510,0.2554584
27,525,0.2545606
27,540,0.2537113
27,555,0.2529076
27,570,0.2521464
27,585,0.2514252
27,600,0.2507415
27,615,0.2500931
27,630,0.2494778
27,645,0.2488936
27,660,0.2483386
27,675,0.247811
27,690,0.247309
27,705,0.246831
27,720,0.2463753
27,735,0.2459404
27,750,0.2455249
27,765,0.2451273
27,780,0.2447462
27,795,0.2443802
27,810,0.2440281
27,825,0.2436886
27,840,0.2433605
27,855,0.2430425
27,870,0.2427336
27,885,0.2424326
27,900,0.2421384
27,915,0.24185
27,930,0.2415664
27,945,0.2412867
27,960,0.2410097
27,975,0.2407348
27,990,0.2404608
27,1005,0.2401871
27,1020,0.2399128
27,1035,0.2396371
27,1050,0.2393592
27,1065,0.2390784
27,1080,0.238794
27,1095,0.2385054
27,1110,0.2382118
27,1125,0.2379126
27,1140,0.2376074
27,1155,0.2372954
27,1170,0.2369762
27,1185,0.2366493
27,1200,0.2363141
27,1215,0.2359702
27,1230,0.2356172
27,1245,0.2352546
27,1260,0.2348821
27,1275,0.2344994
27,1290,0.2341059
27,1305,0.2337015
27,1320,0.2332858
27,1335,0.2328586
27,1350,0.2324197
27,1365,0.2319686
27,1380,0.2315054
27,1395,0.2310296
27,1410,0.2305413
27,1425,0.2300402
27,1440,0.2295262
28,0,0
28,3,1.659717E-05
28,6,0.0007380011
28,9,0.004910867
28,12,0.01683486
28,15,0.04137329
28,18,0.08314063
28,21,0.1457807
28,24,0.2314103
28,27,0.3403244
28,30,0.4710024
28,33,0.620378
28,36,0.7842913
28,39,0.9580158
28,42,1.136745
28,45,1.315986
28,48,1.491833
28,51,1.661111
28,54,1.821414
28,57,1.971076
28,60,2.109083
28,63,2.234969
28,66,2.348702
28,69,2.450578
28,72,2.54113
28,75,2.621041
28,78,2.691091
28,81,2.7521
28,84,2.804896
28,87,2.850286
28,90,2.889042
28,93,2.921886
28,96,2.949488
28,99,2.972461
28,102,2.991359
28,105,3.006684
28,108,3.018884
28,111,3.02836
28,114,3.035467
28,117,3.04052
28,120,3.043797
28,135,3.041146
28,150,3.020455
28,165,2.992793
28,180,2.963585
28,195,2.935318
28,210,2.908982
28,225,2.884834
28,240,2.862794
28,255,2.842662
28,270,2.824213
28,285,2.80724
28,300,2.791567
28,315,2.777045
28,330,2.763549
28,345,2.750966
28,360,2.739197
28,375,2.728152
28,390,2.717748
28,405,2.70791
28,420,2.69857
28,435,2.68967
28,450,2.681154
28,465,2.672977
28,480,2.665099
28,495,2.657483
28,510,2.6501
28,525,2.642923
28,540,2.635929
28,555,2.629099
28,570,2.622415
28,585,2.615863
28,600,2.60943
28,615,2.603104
28,630,2.596875
28,645,2.590736
28,660,2.584677
28,675,2.578691
28,690,2.572774
28,705,2.566917
28,720,2.561118
28,735,2.55537
28,750,2.549669
28,765,2.544012
28,780,2.538394
28,795,2.532812
28,810,2.527263
28,825,2.521743
28,840,2.51625
28,855,2.510781
28,870,2.505333
28,885,2.499904
28,900,2.494491
28,915,2.489092
28,930,2.483704
28,945,2.478327
28,960,2.472957
28,975,2.467593
28,990,2.462233
28,1005,2.456875
28,1020,2.451517
28,1035,2.446158
28,1050,2.440797
28,1065,2.435431
28,1080,2.430059
28,1095,2.424681
28,1110,2.419294
28,1125,2.413897
28,1140,2.408489
28,1155,2.40307
28,1170,2.397637
28,1185,2.39219
28,1200,2.386728
28,1215,2.38125
28,1230,2.375755
28,1245,2.370241
28,1260,2.36471
28,1275,2.359159
28,1290,2.353588
28,1305,2.347996
28,1320,2.342382
28,1335,2.336747
28,1350,2.33109
28,1365,2.325409
28,1380,2.319705
28,1395,2.313978
28,1410,2.308226
28,1425,2.30245
28,1440,2.296649
29,0,0
29,3,2.428254E-07
29,6,9.625049E-06
29,9,6.386349E-05
29,12,0.0002270559
29,15,0.0005818447
29,18,0.001213787
29,21,0.002196852
29,24,0.003584014
29,27,0.005403275
29,30,0.007657842
29,33,0.01032904
29,36,0.01338064
29,39,0.01676359
29,42,0.02042052
29,45,0.02428981
29,48,0.02830896
29,51,0.03241716
29,54,0.03655729
29,57,0.04067725
29,60,0.04473087
29,63,0.04867828
29,66,0.05248613
29,69,0.05612736
29,72,0.05958099
29,75,0.06283161
29,78,0.06586892
29,81,0.06868716
29,84,0.0712845
29,87,0.07366248
29,90,0.07582533
29,93,0.07777952
29,96,0.07953348
29,99,0.08109716
29,102,0.08248153
29,105,0.08369832
29,108,0.08475969
29,111,0.08567796
29,114,0.0864654
29,117,0.087134
29,120,0.08769538
29,135,0.08926016
29,150,0.0895284
29,165,0.08922629
29,180,0.08874668
29,195,0.08828014
29,210,0.08790987
29,225,0.08766399
29,240,0.08754487
29,255,0.08754379
29,270,0.08764818
29,285,0.08784477
29,300,0.0881211
29,315,0.088466
29,330,0.08886971
29,345,0.08932383
29,360,0.0898212
29,375,0.09035572
29,390,0.09092221
29,405,0.09151629
29,420,0.09213421
29,435,0.0927728
29,450,0.09342936
29,465,0.09410157
29,480,0.09478742
29,495,0.09548516
29,510,0.09619328
29,525,0.09691043
29,540,0.09763543
29,555,0.09836718
29,570,0.09910472
29,585,0.09984716
29,600,0.1005937
29,615,0.1013435
29,630,0.1020958
29,645,0.10285
29,660,0.1036054
29,675,0.1043614
29,690,0.1051173
29,705,0.1058725
29,720,0.1066265
29,735,0.1073787
29,750,0.1081285
29,765,0.1088754
29,780,0.1096188
29,795,0.1103582
29,810,0.1110932
29,825,0.1118231
29,840,0.1125476
29,855,0.1132661
29,870,0.1139781
29,885,0.1146833
29,900,0.115381
29,915,0.116071
29,930,0.1167527
29,945,0.1174258
29,960,0.1180899
29,975,0.1187445
29,990,0.1193893
29,1005,0.1200239
29,1020,0.120648
29,1035,0.1212611
29,1050,0.1218631
29,1065,0.1224535
29,1080,0.1230321
29,1095,0.1235985
29,1110,0.1241526
29,1125,0.1246939
29,1140,0.1252223
29,1155,0.1257376
29,1170,0.1262394
29,1185,0.1267276
29,1200,0.127202
29,1215,0.1276624
29,1230,0.1281086
29,1245,0.1285405
29,1260,0.1289578
29,1275,0.1293605
29,1290,0.1297484
29,1305,0.1301214
29,1320,0.1304793
29,1335,0.1308222
29,1350,0.1311499
29,1365,0.1314623
29,1380,0.1317593
29,1395,0.132041
29,1410,0.1323072
29,1425,0.132558
29,1440,0.1327932
30,0,0
30,3,1.583379E-06
30,6,6.380339E-05
30,9,0.0004254789
30,12,0.001511466
30,15,0.003884949
30,18,0.00816106
30,21,0.01489429
30,24,0.02447935
30,27,0.03709942
30,30,0.05272775
30,33,0.07116599
30,36,0.09209725
30,39,0.1151374
30,42,0.1398763
30,45,0.1659065
30,48,0.1928425
30,51,0.2203318
30,54,0.2480598
30,57,0.2757519
30,60,0.3031723
30,63,0.3301223
30,66,0.356437
30,69,0.3819823
30,72,0.4066516
30,75,0.4303624
30,78,0.4530532
30,81,0.4746809
30,84,0.4952181
30,87,0.5146505
30,90,0.5329753
30,93,0.5501991
30,96,0.5663361
30,99,0.5814071
30,102,0.5954381
30,105,0.6084591
30,108,0.6205034
30,111,0.6316065
30,114,0.6418059
30,117,0.65114
30,120,0.6596481
30,135,0.6911697
30,150,0.7077445
30,165,0.7134886
30,180,0.7117088
30,195,0.7049264
30,210,0.6949919
30,225,0.6832235
30,240,0.6705363
30,255,0.6575497
30,270,0.6446704
30,285,0.6321539
30,300,0.6201488
30,315,0.6087297
30,330,0.5979201
30,345,0.5877101
30,360,0.5780699
30,375,0.5689581
30,390,0.5603289
30,405,0.552136
30,420,0.5443355
30,435,0.5368872
30,450,0.5297551
30,465,0.5229078
30,480,0.5163181
30,495,0.5099625
30,510,0.503821
30,525,0.4978763
30,540,0.492114
30,555,0.4865214
30,570,0.4810875
30,585,0.4758031
30,600,0.4706599
30,615,0.4656507
30,630,0.4607691
30,645,0.4560092
30,660,0.451366
30,675,0.4468347
30,690,0.4424109
30,705,0.4380907
30,720,0.4338702
30,735,0.429746
30,750,0.4257147
30,765,0.4217733
30,780,0.4179186
30,795,0.4141478
30,810,0.4104582
30,825,0.4068471
30,840,0.4033119
30,855,0.3998502
30,870,0.3964595
30,885,0.3931375
30,900,0.3898821
30,915,0.3866909
30,930,0.3835618
30,945,0.3804927
30,960,0.3774817
30,975,0.3745268
30,990,0.371626
30,1005,0.3687775
30,1020,0.3659795
30,1035,0.3632302
30,1050,0.3605279
30,1065,0.357871
30,1080,0.3552577
30,1095,0.3526866
30,1110,0.350156
30,1125,0.3476645
30,1140,0.3452107
30,1155,0.3427931
30,1170,0.3404104
30,1185,0.3380612
30,1200,0.3357443
30,1215,0.3334584
30,1230,0.3312022
30,1245,0.3289748
30,1260,0.3267747
30,1275,0.3246011
30,1290,0.3224528
30,1305,0.3203288
30,1320,0.3182281
30,1335,0.3161497
30,1350,0.3140928
30,1365,0.3120564
30,1380,0.3100396
30,1395,0.3080417
30,1410,0.3060618
30,1425,0.3040992
30,1440,0.3021531
31,0,0
31,3,2.278118E-06
31,6,8.518896E-05
31,9,0.000525872
31,12,0.001737661
31,15,0.004161688
31,18,0.00817513
31,21,0.01403494
31,24,0.02185592
31,27,0.03161453
31,30,0.04316764
31,33,0.05627928
31,36,0.07064948
31,39,0.08594204
31,42,0.1018088
31,45,0.1179095
31,48,0.1339268
31,51,0.1495772
31,54,0.1646177
31,57,0.1788491
31,60,0.1921162
31,63,0.2043065
31,66,0.2153471
31,69,0.2252003
31,72,0.2338592
31,75,0.2413426
31,78,0.2476902
31,81,0.2529581
31,84,0.2572145
31,87,0.2605361
31,90,0.2630045
31,93,0.2647037
31,96,0.265718
31,99,0.2661297
31,102,0.266018
31,105,0.265458
31,108,0.2645199
31,111,0.2632682
31,114,0.261762
31,117,0.2600545
31,120,0.2581933
31,135,0.2478772
31,150,0.2380552
31,165,0.2301038
31,180,0.2242299
31,195,0.2201491
31,210,0.2174527
31,225,0.2157658
31,240,0.2147951
31,255,0.214329
31,270,0.214221
31,285,0.2143719
31,300,0.2147149
31,315,0.2152047
31,330,0.2158103
31,345,0.2165097
31,360,0.2172868
31,375,0.2181297
31,390,0.2190291
31,405,0.2199774
31,420,0.2209685
31,435,0.2219971
31,450,0.2230586
31,465,0.2241491
31,480,0.2252651
31,495,0.2264032
31,510,0.2275605
31,525,0.2287344
31,540,0.2299224
31,555,0.231122
31,570,0.2323312
31,585,0.2335479
31,600,0.23477
31,615,0.2359959
31,630,0.2372237
31,645,0.2384517
31,660,0.2396784
31,675,0.2409022
31,690,0.2421216
31,705,0.2433352
31,720,0.2445415
31,735,0.2457394
31,750,0.2469275
31,765,0.2481046
31,780,0.2492695
31,795,0.250421
31,810,0.2515582
31,825,0.2526797
31,840,0.2537848
31,855,0.2548723
31,870,0.2559414
31,885,0.256991
31,900,0.2580204
31,915,0.2590287
31,930,0.2600151
31,945,0.2609788
31,960,0.261919
31,975,0.2628351
31,990,0.2637264
31,1005,0.2645923
31,1020,0.2654321
31,1035,0.2662453
31,1050,0.2670313
31,1065,0.2677897
31,1080,0.2685199
31,1095,0.2692215
31,1110,0.2698941
31,1125,0.2705372
31,1140,0.2711506
31,1155,0.2717339
31,1170,0.2722868
31,1185,0.2728091
31,1200,0.2733004
31,1215,0.2737605
31,1230,0.2741894
31,1245,0.2745867
31,1260,0.2749524
31,1275,0.2752863
31,1290,0.2755883
31,1305,0.2758584
31,1320,0.2760965
31,1335,0.2763026
31,1350,0.2764767
31,1365,0.2766189
31,1380,0.276729
31,1395,0.2768073
31,1410,0.2768537
31,1425,0.2768684
31,1440,0.2768515
32,0,0
32,3,9.845186E-07
32,6,3.928469E-05
32,9,0.0002554135
32,12,0.0008737802
32,15,0.002162277
32,18,0.004400683
32,21,0.007853388
32,24,0.01274817
32,27,0.01926227
32,30,0.02751573
32,33,0.03757064
32,36,0.04943451
32,39,0.06306646
32,42,0.07838477
32,45,0.09527508
32,48,0.1135984
32,51,0.1331985
32,54,0.1539086
32,57,0.1755573
32,60,0.1979729
32,63,0.2209875
32,66,0.2444398
32,69,0.2681773
32,72,0.2920582
32,75,0.3159517
32,78,0.3397391
32,81,0.3633138
32,84,0.3865811
32,87,0.4094577
32,90,0.4318719
32,93,0.4537621
32,96,0.4750767
32,99,0.4957731
32,102,0.515817
32,105,0.5351819
32,108,0.5538479
32,111,0.5718014
32,114,0.5890342
32,117,0.605543
32,120,0.6213285
32,135,0.6896738
32,150,0.7416843
32,165,0.7797244
32,180,0.806357
32,195,0.8239856
32,210,0.834698
32,225,0.8402237
32,240,0.8419477
32,255,0.8409514
32,270,0.838062
32,285,0.833901
32,300,0.828929
32,315,0.8234819
32,330,0.8178019
32,345,0.8120605
32,360,0.8063771
32,375,0.8008319
32,390,0.7954767
32,405,0.7903422
32,420,0.7854436
32,435,0.7807851
32,450,0.7763632
32,465,0.7721688
32,480,0.7681897
32,495,0.7644116
32,510,0.7608194
32,525,0.7573979
32,540,0.7541323
32,555,0.7510086
32,570,0.7480137
32,585,0.7451358
32,600,0.742364
32,615,0.7396888
32,630,0.7371011
32,645,0.7345935
32,660,0.7321588
32,675,0.7297913
32,690,0.7274853
32,705,0.7252362
32,720,0.7230396
32,735,0.7208917
32,750,0.7187892
32,765,0.716729
32,780,0.7147084
32,795,0.7127247
32,810,0.7107759
32,825,0.7088596
32,840,0.706974
32,855,0.7051173
32,870,0.7032878
32,885,0.7014838
32,900,0.699704
32,915,0.6979468
32,930,0.696211
32,945,0.6944951
32,960,0.692798
32,975,0.6911185
32,990,0.6894554
32,1005,0.6878076
32,1020,0.686174
32,1035,0.6845535
32,1050,0.6829453
32,1065,0.6813481
32,1080,0.6797613
32,1095,0.6781837
32,1110,0.6766145
32,1125,0.6750528
32,1140,0.6734979
32,1155,0.6719487
32,1170,0.6704046
32,1185,0.6688647
32,1200,0.6673284
32,1215,0.6657948
32,1230,0.6642634
32,1245,0.6627333
32,1260,0.661204
32,1275,0.6596747
32,1290,0.6581449
32,1305,0.6566139
32,1320,0.6550813
32,1335,0.6535464
32,1350,0.6520087
32,1365,0.6504677
32,1380,0.6489229
32,1395,0.6473738
32,1410,0.64582
32,1425,0.6442609
32,1440,0.6426963
33,0,0
33,3,1.207953E-07
33,6,4.548848E-06
33,9,2.939414E-05
33,12,0.0001033246
33,15,0.0002648692
33,18,0.0005575835
33,21,0.001024661
33,24,0.001704119
33,27,0.002625223
33,30,0.003806436
33,33,0.005254879
33,36,0.006966962
33,39,0.0089299
33,42,0.01112365
33,45,0.01352296
33,48,0.01609922
33,51,0.01882221
33,54,0.02166139
33,57,0.02458701
33,60,0.02757083
33,63,0.03058668
33,66,0.03361079
33,69,0.03662193
33,72,0.0396015
33,75,0.04253348
33,78,0.04540431
33,81,0.04820276
33,84,0.05091973
33,87,0.05354811
33,90,0.05608253
33,93,0.05851917
33,96,0.06085561
33,99,0.06309059
33,102,0.0652239
33,105,0.06725616
33,108,0.06918864
33,111,0.0710232
33,114,0.0727623
33,117,0.07440875
33,120,0.07596576
33,135,0.08253729
33,150,0.08744623
33,165,0.09116722
33,180,0.09409608
33,195,0.09651992
33,210,0.09861898
33,225,0.1004951
33,240,0.1022043
33,255,0.103778
33,270,0.1052353
33,285,0.1065903
33,300,0.1078546
33,315,0.1090387
33,330,0.1101525
33,345,0.111205
33,360,0.1122041
33,375,0.1131573
33,390,0.1140709
33,405,0.1149508
33,420,0.1158018
33,435,0.1166283
33,450,0.1174342
33,465,0.1182227
33,480,0.1189967
33,495,0.1197586
33,510,0.1205106
33,525,0.1212545
33,540,0.121992
33,555,0.1227243
33,570,0.1234526
33,585,0.1241779
33,600,0.1249011
33,615,0.1256227
33,630,0.1263434
33,645,0.1270636
33,660,0.1277836
33,675,0.1285037
33,690,0.1292242
33,705,0.1299451
33,720,0.1306665
33,735,0.1313885
33,750,0.132111
33,765,0.1328339
33,780,0.1335571
33,795,0.1342805
33,810,0.135004
33,825,0.1357273
33,840,0.1364503
33,855,0.1371727
33,870,0.1378943
33,885,0.1386149
33,900,0.1393341
33,915,0.1400518
33,930,0.1407676
33,945,0.1414812
33,960,0.1421925
33,975,0.142901
33,990,0.1436065
33,1005,0.1443087
33,1020,0.1450074
33,1035,0.1457021
33,1050,0.1463927
33,1065,0.1470789
33,1080,0.1477604
33,1095,0.1484368
33,1110,0.149108
33,1125,0.1497736
33,1140,0.1504334
33,1155,0.1510872
33,1170,0.1517346
33,1185,0.1523754
33,1200,0.1530095
33,1215,0.1536364
33,1230,0.1542561
33,1245,0.1548683
33,1260,0.1554728
33,1275,0.1560693
33,1290,0.1566577
33,1305,0.1572378
33,1320,0.1578093
33,1335,0.1583721
33,1350,0.1589261
33,1365,0.159471
33,1380,0.1600066
33,1395,0.160533
33,1410,0.1610497
33,1425,0.1615569
33,1440,0.1620542
34,0,0
34,3,9.37409E-07
34,6,3.552595E-05
34,9,0.0002276919
34,12,0.0007834427
34,15,0.001963211
34,18,0.004050286
34,21,0.007319232
34,24,0.01201014
34,27,0.01831133
34,30,0.02635021
34,33,0.03619087
34,36,0.04783686
34,39,0.06123758
34,42,0.07629703
34,45,0.09288302
34,48,0.1108367
34,51,0.1299817
34,54,0.1501316
34,57,0.1710973
34,60,0.1926919
34,63,0.2147354
34,66,0.2370578
34,69,0.2595011
34,72,0.281921
34,75,0.3041874
34,78,0.3261848
34,81,0.3478118
34,84,0.368981
34,87,0.3896179
34,90,0.4096605
34,93,0.429058
34,96,0.4477701
34,99,0.4657657
34,102,0.4830224
34,105,0.4995254
34,108,0.5152664
34,111,0.5302431
34,114,0.5444583
34,117,0.5579193
34,120,0.5706372
34,135,0.6236613
34,150,0.6610673
34,165,0.6858941
34,180,0.7010879
34,195,0.709203
34,210,0.7123091
34,225,0.7120076
34,240,0.7095039
34,255,0.705676
34,270,0.7011482
34,285,0.6963555
34,300,0.6915912
34,315,0.6870435
34,330,0.682824
34,345,0.6789892
34,360,0.6755573
34,375,0.6725205
34,390,0.669856
34,405,0.6675319
34,420,0.665513
34,435,0.6637637
34,450,0.6622503
34,465,0.6609418
34,480,0.6598107
34,495,0.658833
34,510,0.657988
34,525,0.6572579
34,540,0.6566277
34,555,0.6560847
34,570,0.6556181
34,585,0.6552188
34,600,0.6548794
34,615,0.6545932
34,630,0.6543548
34,645,0.6541593
34,660,0.6540028
34,675,0.6538815
34,690,0.6537926
34,705,0.6537332
34,720,0.6537008
34,735,0.6536932
34,750,0.6537083
34,765,0.6537445
34,780,0.6537997
34,795,0.6538725
34,810,0.6539613
34,825,0.6540647
34,840,0.6541812
34,855,0.6543096
34,870,0.6544486
34,885,0.6545969
