"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Atenolol|Whole Blood (Peripheral Venous Blood) [µmol/l]"
3,390,0.3370875
3,405,0.3369156
3,420,0.3366314
3,435,0.3362711
3,450,0.3358631
3,465,0.3354286
3,480,0.3349838
3,495,0.3345404
3,510,0.3341068
3,525,0.3336887
3,540,0.3332901
3,555,0.3329132
3,570,0.3325593
3,585,0.3322289
3,600,0.331922
3,615,0.3316379
3,630,0.3313761
3,645,0.3311355
3,660,0.3309153
3,675,0.3307143
3,690,0.3305315
3,705,0.330366
3,720,0.3302166
3,735,0.3300825
3,750,0.3299626
3,765,0.3298562
3,780,0.3297623
3,795,0.3296803
3,810,0.3296094
3,825,0.3295487
3,840,0.3294978
3,855,0.3294559
3,870,0.3294224
3,885,0.3293968
3,900,0.3293785
3,915,0.3293669
3,930,0.3293615
3,945,0.3293618
3,960,0.3293673
3,975,0.3293777
3,990,0.3293922
3,1005,0.3294107
3,1020,0.3294325
3,1035,0.3294573
3,1050,0.3294846
3,1065,0.3295141
3,1080,0.3295453
3,1095,0.3295778
3,1110,0.3296114
3,1125,0.3296454
3,1140,0.3296797
3,1155,0.3297139
3,1170,0.3297475
3,1185,0.3297803
3,1200,0.3298119
3,1215,0.329842
3,1230,0.3298703
3,1245,0.3298964
3,1260,0.32992
3,1275,0.3299409
3,1290,0.3299586
3,1305,0.3299731
3,1320,0.329984
3,1335,0.3299909
3,1350,0.3299938
3,1365,0.3299922
3,1380,0.329986
3,1395,0.3299749
3,1410,0.3299586
3,1425,0.3299371
3,1440,0.32991
4,0,0
4,3,6.678903E-07
4,6,2.572858E-05
4,9,0.0001811815
4,12,0.0006791427
4,15,0.001799566
4,18,0.003817944
4,21,0.006939874
4,24,0.01126396
4,27,0.01677564
4,30,0.02336406
4,33,0.03084961
4,36,0.03901328
4,39,0.04762239
4,42,0.05645058
4,45,0.06529113
4,48,0.07396519
4,51,0.08232555
4,54,0.09025684
4,57,0.0976733
4,60,0.1045164
4,63,0.1107515
4,66,0.1163643
4,69,0.121357
4,72,0.125745
4,75,0.1295536
4,78,0.1328155
4,81,0.1355686
4,84,0.1378542
4,87,0.1397151
4,90,0.1411945
4,93,0.1423351
4,96,0.143178
4,99,0.1437621
4,102,0.144124
4,105,0.1442968
4,108,0.144311
4,111,0.1441935
4,114,0.1439683
4,117,0.1436564
4,120,0.1432759
4,135,0.1408093
4,150,0.1381359
4,165,0.1357108
4,180,0.1336543
4,195,0.1319576
4,210,0.1305604
4,225,0.1294082
4,240,0.1284598
4,255,0.1276831
4,270,0.1270524
4,285,0.1265467
4,300,0.1261487
4,315,0.1258436
4,330,0.1256191
4,345,0.1254645
4,360,0.1253711
4,375,0.1253311
4,390,0.125338
4,405,0.1253864
4,420,0.1254713
4,435,0.1255887
4,450,0.1257351
4,465,0.1259074
4,480,0.1261028
4,495,0.1263191
4,510,0.1265542
4,525,0.1268061
4,540,0.1270732
4,555,0.127354
4,570,0.1276471
4,585,0.1279513
4,600,0.1282654
4,615,0.1285882
4,630,0.1289187
4,645,0.1292561
4,660,0.1295993
4,675,0.1299475
4,690,0.1302998
4,705,0.1306554
4,720,0.1310136
4,735,0.1313737
4,750,0.1317347
4,765,0.1320962
4,780,0.1324574
4,795,0.1328176
4,810,0.1331763
4,825,0.1335327
4,840,0.1338863
4,855,0.1342365
4,870,0.1345828
4,885,0.1349246
4,900,0.1352614
4,915,0.1355926
4,930,0.1359178
4,945,0.1362365
4,960,0.1365483
4,975,0.1368527
4,990,0.1371493
4,1005,0.1374376
4,1020,0.1377173
4,1035,0.1379881
4,1050,0.1382495
4,1065,0.1385012
4,1080,0.1387429
4,1095,0.1389743
4,1110,0.1391951
4,1125,0.139405
4,1140,0.1396037
4,1155,0.1397911
4,1170,0.1399668
4,1185,0.1401306
4,1200,0.1402825
4,1215,0.140422
4,1230,0.1405492
4,1245,0.1406638
4,1260,0.1407656
4,1275,0.1408546
4,1290,0.1409306
4,1305,0.1409936
4,1320,0.1410433
4,1335,0.1410798
4,1350,0.1411029
4,1365,0.1411126
4,1380,0.1411089
4,1395,0.1410917
4,1410,0.1410609
4,1425,0.1410167
4,1440,0.1409588
5,0,0
5,3,1.904548E-06
5,6,8.311594E-05
5,9,0.0005507897
5,12,0.001905031
5,15,0.00472719
5,18,0.00957136
5,21,0.01688708
5,24,0.02697737
5,27,0.03998511
5,30,0.05589906
5,33,0.07457191
5,36,0.09574524
5,39,0.119077
5,42,0.144169
5,45,0.1705921
5,48,0.1979081
5,51,0.2256877
5,54,0.2535254
5,57,0.2810493
5,60,0.3079288
5,63,0.3338789
5,66,0.3586619
5,69,0.3820869
5,72,0.4040087
5,75,0.4243243
5,78,0.4429698
5,81,0.4599156
5,84,0.4751626
5,87,0.4887371
5,90,0.5006868
5,93,0.5110768
5,96,0.5199851
5,99,0.5275
5,102,0.5337163
5,105,0.5387326
5,108,0.5426498
5,111,0.5455681
5,114,0.5475862
5,117,0.5487996
5,120,0.5492999
5,135,0.5439516
5,150,0.531437
5,165,0.5171928
5,180,0.504053
5,195,0.4931672
5,210,0.4847431
5,225,0.478545
5,240,0.4741852
5,255,0.4712686
5,270,0.469456
5,285,0.4684784
5,300,0.468133
5,315,0.4682701
5,330,0.4687804
5,345,0.4695844
5,360,0.4706235
5,375,0.471854
5,390,0.4732428
5,405,0.4747645
5,420,0.4763986
5,435,0.4781291
5,450,0.4799425
5,465,0.4818276
5,480,0.4837751
5,495,0.4857768
5,510,0.4878255
5,525,0.4899151
5,540,0.4920401
5,555,0.4941955
5,570,0.4963768
5,585,0.4985798
5,600,0.500801
5,615,0.5030367
5,630,0.5052837
5,645,0.5075391
5,660,0.5097999
5,675,0.5120634
5,690,0.5143272
5,705,0.5165887
5,720,0.5188456
5,735,0.5210958
5,750,0.5233369
5,765,0.5255669
5,780,0.527784
5,795,0.5299861
5,810,0.5321714
5,825,0.534338
5,840,0.5364843
5,855,0.5386086
5,870,0.5407091
5,885,0.5427845
5,900,0.544833
5,915,0.5468534
5,930,0.548844
5,945,0.5508037
5,960,0.552731
5,975,0.5546247
5,990,0.5564836
5,1005,0.5583065
5,1020,0.5600922
5,1035,0.5618396
5,1050,0.5635477
5,1065,0.5652156
5,1080,0.5668423
5,1095,0.5684268
5,1110,0.5699683
5,1125,0.571466
5,1140,0.5729191
5,1155,0.5743269
5,1170,0.5756887
5,1185,0.5770039
5,1200,0.5782717
5,1215,0.5794918
5,1230,0.5806635
5,1245,0.5817863
5,1260,0.5828599
5,1275,0.5838837
5,1290,0.5848575
5,1305,0.5857808
5,1320,0.5866535
5,1335,0.5874751
5,1350,0.5882456
5,1365,0.5889646
5,1380,0.5896321
5,1395,0.5902479
5,1410,0.5908118
5,1425,0.591324
5,1440,0.5917842
6,0,0
6,3,2.504281E-07
6,6,1.114456E-05
6,9,7.572339E-05
6,12,0.0002691198
6,15,0.0006875264
6,18,0.001435103
6,21,0.002612187
6,24,0.004306219
6,27,0.006585476
6,30,0.009495621
6,33,0.0130587
6,36,0.01727417
6,39,0.02212138
6,42,0.02756285
6,45,0.03354802
6,48,0.04001682
6,51,0.04690302
6,54,0.05413705
6,57,0.06164846
6,60,0.0693678
6,63,0.07722815
6,66,0.08516622
6,69,0.09312317
6,72,0.1010451
6,75,0.1088834
6,78,0.116595
6,81,0.124142
6,84,0.1314921
6,87,0.1386178
6,90,0.1454967
6,93,0.1521108
6,96,0.1584462
6,99,0.164493
6,102,0.1702445
6,105,0.1756973
6,108,0.1808507
6,111,0.1857063
6,114,0.1902676
6,117,0.1945397
6,120,0.1985289
6,135,0.2145433
6,150,0.224987
6,165,0.2312797
6,180,0.2347177
6,195,0.2363478
6,210,0.2369419
6,225,0.2370195
6,240,0.236889
6,255,0.2367297
6,270,0.2366377
6,285,0.2366592
6,300,0.2368107
6,315,0.237093
6,330,0.2374988
6,345,0.2380176
6,360,0.238638
6,375,0.2393488
6,390,0.2401396
6,405,0.2410012
6,420,0.2419254
6,435,0.242905
6,450,0.2439338
6,465,0.2450064
6,480,0.2461179
6,495,0.2472643
6,510,0.2484419
6,525,0.2496476
6,540,0.2508786
6,555,0.2521324
6,570,0.2534066
6,585,0.2546993
6,600,0.2560087
6,615,0.2573331
6,630,0.2586708
6,645,0.2600206
6,660,0.2613808
6,675,0.2627504
6,690,0.264128
6,705,0.2655125
6,720,0.2669028
6,735,0.2682977
6,750,0.2696963
6,765,0.2710974
6,780,0.2725002
6,795,0.2739035
6,810,0.2753066
6,825,0.2767084
6,840,0.278108
6,855,0.2795046
6,870,0.2808973
6,885,0.2822852
6,900,0.2836675
6,915,0.2850434
6,930,0.2864121
6,945,0.2877727
6,960,0.2891246
6,975,0.290467
6,990,0.2917991
6,1005,0.2931203
6,1020,0.2944298
6,1035,0.295727
6,1050,0.2970111
6,1065,0.2982817
6,1080,0.299538
6,1095,0.3007794
6,1110,0.3020053
6,1125,0.3032153
6,1140,0.3044087
6,1155,0.3055849
6,1170,0.3067436
6,1185,0.3078842
6,1200,0.3090062
6,1215,0.3101091
6,1230,0.3111925
6,1245,0.3122561
6,1260,0.3132993
6,1275,0.3143219
6,1290,0.3153234
6,1305,0.3163034
6,1320,0.3172618
6,1335,0.318198
6,1350,0.3191119
6,1365,0.3200032
6,1380,0.3208715
6,1395,0.3217167
6,1410,0.3225384
6,1425,0.3233366
6,1440,0.324111
7,0,0
7,3,8.010515E-07
7,6,3.259703E-05
7,9,0.0002118259
7,12,0.000728262
7,15,0.001816027
7,18,0.003725328
7,21,0.006696568
7,24,0.01094104
7,27,0.01662898
7,30,0.02388356
7,33,0.0327796
7,36,0.0433453
7,39,0.05556612
7,42,0.06938981
7,45,0.08473216
7,48,0.1014829
7,51,0.1195116
7,54,0.1386734
7,57,0.1588136
7,60,0.1797729
7,63,0.2013911
7,66,0.2235101
7,69,0.2459772
7,72,0.2686468
7,75,0.2913822
7,78,0.3140566
7,81,0.3365542
7,84,0.3587701
7,87,0.3806107
7,90,0.4019935
7,93,0.4228468
7,96,0.4431093
7,99,0.4627297
7,102,0.4816656
7,105,0.4998834
7,108,0.5173572
7,111,0.5340686
7,114,0.5500056
7,117,0.5651619
7,120,0.5795369
7,135,0.6399544
7,150,0.6827714
7,165,0.7108244
7,180,0.7272363
7,195,0.7349126
7,210,0.7363172
7,225,0.7334151
7,240,0.7277061
7,255,0.7202951
7,270,0.7119733
7,285,0.7032909
7,300,0.6946184
7,315,0.6861944
7,330,0.6781614
7,345,0.6705942
7,360,0.6635196
7,375,0.6569331
7,390,0.6508099
7,405,0.6451147
7,420,0.6398066
7,435,0.6348444
7,450,0.6301884
7,465,0.6258021
7,480,0.621653
7,495,0.6177128
7,510,0.6139568
7,525,0.6103643
7,540,0.6069173
7,555,0.603601
7,570,0.6004027
7,585,0.5973117
7,600,0.5943189
7,615,0.5914168
7,630,0.5885985
7,645,0.5858586
7,660,0.5831921
7,675,0.5805945
7,690,0.578062
7,705,0.5755911
7,720,0.5731788
7,735,0.5708222
7,750,0.5685185
7,765,0.5662654
7,780,0.5640604
7,795,0.5619016
7,810,0.5597867
7,825,0.5577137
7,840,0.5556808
7,855,0.5536861
7,870,0.5517279
7,885,0.5498043
7,900,0.5479138
7,915,0.5460547
7,930,0.5442255
7,945,0.5424244
7,960,0.5406502
7,975,0.5389014
7,990,0.5371764
7,1005,0.5354739
7,1020,0.5337926
7,1035,0.5321311
7,1050,0.5304881
7,1065,0.5288624
7,1080,0.5272527
7,1095,0.525658
7,1110,0.5240768
7,1125,0.5225083
7,1140,0.5209513
7,1155,0.5194046
7,1170,0.5178674
7,1185,0.5163386
7,1200,0.5148171
7,1215,0.5133022
7,1230,0.5117928
7,1245,0.5102882
7,1260,0.5087874
7,1275,0.5072896
7,1290,0.5057941
7,1305,0.5043001
7,1320,0.5028068
7,1335,0.5013136
7,1350,0.4998198
7,1365,0.4983248
7,1380,0.4968278
7,1395,0.4953284
7,1410,0.493826
7,1425,0.49232
7,1440,0.4908099
8,0,0
8,3,4.880553E-07
8,6,1.851546E-05
8,9,0.0001222779
8,12,0.0004374542
8,15,0.001133278
8,18,0.002396239
8,21,0.004402004
8,24,0.007292272
8,27,0.0111599
8,30,0.01604292
8,33,0.0219263
8,36,0.02874924
8,39,0.03641542
8,42,0.04480387
8,45,0.0537794
8,48,0.06320134
8,51,0.07293063
8,54,0.08283505
8,57,0.09279282
8,60,0.1026949
8,63,0.112446
8,66,0.1219652
8,69,0.1311855
8,72,0.1400531
8,75,0.1485264
8,78,0.1565749
8,81,0.164178
8,84,0.1713234
8,87,0.1780063
8,90,0.1842275
8,93,0.1899928
8,96,0.1953121
8,99,0.2001987
8,102,0.2046686
8,105,0.2087398
8,108,0.2124317
8,111,0.2157646
8,114,0.2187592
8,117,0.2214368
8,120,0.2238182
8,135,0.2319908
8,150,0.2356013
8,165,0.2364857
8,180,0.2359248
8,195,0.2347198
8,210,0.2333193
8,225,0.231932
8,240,0.2306385
8,255,0.2294674
8,270,0.2284241
8,285,0.2275043
8,300,0.2267007
8,315,0.2260048
8,330,0.2254083
8,345,0.2249031
8,360,0.2244817
8,375,0.224137
8,390,0.2238622
8,405,0.2236514
8,420,0.2234987
8,435,0.2233991
8,450,0.2233478
8,465,0.2233405
8,480,0.2233734
8,495,0.223443
8,510,0.223546
8,525,0.2236797
8,540,0.2238414
8,555,0.2240288
8,570,0.2242398
8,585,0.2244724
8,600,0.2247248
8,615,0.2249953
8,630,0.2252825
8,645,0.2255848
8,660,0.2259009
8,675,0.2262296
8,690,0.2265697
8,705,0.22692
8,720,0.2272794
8,735,0.2276469
8,750,0.2280215
8,765,0.2284022
8,780,0.228788
8,795,0.2291782
8,810,0.2295717
8,825,0.2299678
8,840,0.2303657
8,855,0.2307644
8,870,0.2311633
8,885,0.2315616
8,900,0.2319585
8,915,0.2323533
8,930,0.2327453
8,945,0.2331339
8,960,0.2335183
8,975,0.233898
8,990,0.2342722
8,1005,0.2346404
8,1020,0.2350021
8,1035,0.2353565
8,1050,0.2357032
8,1065,0.2360417
8,1080,0.2363714
8,1095,0.2366919
8,1110,0.2370025
8,1125,0.237303
8,1140,0.2375928
8,1155,0.2378715
8,1170,0.2381387
8,1185,0.238394
8,1200,0.2386371
8,1215,0.2388675
8,1230,0.239085
8,1245,0.2392892
8,1260,0.2394798
8,1275,0.2396565
8,1290,0.239819
8,1305,0.2399671
8,1320,0.2401006
8,1335,0.2402191
8,1350,0.2403226
8,1365,0.2404107
8,1380,0.2404833
8,1395,0.2405403
8,1410,0.2405815
8,1425,0.2406067
8,1440,0.2406158
9,0,0
9,3,3.174727E-06
9,6,0.0001382722
9,9,0.0009085941
9,12,0.003071134
9,15,0.007441125
9,18,0.01476508
9,21,0.02563919
9,24,0.04047076
9,27,0.05947382
9,30,0.08268663
9,33,0.1100003
9,36,0.1411907
9,39,0.1759485
9,42,0.2139065
9,45,0.2546619
9,48,0.2977952
9,51,0.342884
9,54,0.3895144
9,57,0.4372887
9,60,0.4858316
9,63,0.5347933
9,66,0.5838529
9,69,0.6327189
9,72,0.6811298
9,75,0.7288538
9,78,0.7756882
9,81,0.821458
9,84,0.8660145
9,87,0.9092337
9,90,0.9510146
9,93,0.9912774
9,96,1.029962
9,99,1.067024
9,102,1.102438
9,105,1.13619
9,108,1.16828
9,111,1.198718
9,114,1.227524
9,117,1.254725
9,120,1.280357
9,135,1.386538
9,150,1.460935
9,165,1.510494
9,180,1.541608
9,195,1.559589
9,210,1.568562
9,225,1.571583
9,240,1.57083
9,255,1.567811
9,270,1.563544
9,285,1.558702
9,300,1.55372
9,315,1.548876
9,330,1.544341
9,345,1.540214
9,360,1.536547
9,375,1.533358
9,390,1.530643
9,405,1.528383
9,420,1.526548
9,435,1.525106
9,450,1.52402
9,465,1.523253
9,480,1.522772
9,495,1.522544
9,510,1.52254
9,525,1.522732
9,540,1.523099
9,555,1.523619
9,570,1.524274
9,585,1.525048
9,600,1.525928
9,615,1.526902
9,630,1.527959
9,645,1.529091
9,660,1.530288
9,675,1.531545
9,690,1.532855
9,705,1.534211
9,720,1.53561
9,735,1.537046
9,750,1.538515
9,765,1.540014
9,780,1.541539
9,795,1.543086
9,810,1.544653
9,825,1.546235
9,840,1.547832
9,855,1.54944
9,870,1.551056
9,885,1.552678
9,900,1.554304
9,915,1.555931
9,930,1.557558
9,945,1.559182
9,960,1.560801
9,975,1.562413
9,990,1.564017
9,1005,1.56561
9,1020,1.567191
9,1035,1.568758
9,1050,1.570309
9,1065,1.571842
9,1080,1.573357
9,1095,1.574851
9,1110,1.576323
9,1125,1.577771
9,1140,1.579195
9,1155,1.580592
9,1170,1.581961
9,1185,1.583301
9,1200,1.584611
9,1215,1.58589
9,1230,1.587136
9,1245,1.588348
9,1260,1.589525
9,1275,1.590666
9,1290,1.591771
9,1305,1.592837
9,1320,1.593865
9,1335,1.594853
9,1350,1.5958
9,1365,1.596706
9,1380,1.59757
9,1395,1.598391
9,1410,1.599169
9,1425,1.599902
9,1440,1.600591
10,0,0
10,3,2.058415E-07
10,6,9.36134E-06
10,9,6.458794E-05
10,12,0.0002326847
10,15,0.0006016699
10,18,0.001269284
10,21,0.002331897
10,24,0.003875586
10,27,0.005969774
10,30,0.008663365
10,33,0.01198329
10,36,0.01593491
10,39,0.02050384
10,42,0.02565874
10,45,0.03135451
10,48,0.03753563
10,51,0.04413929
10,54,0.0510983
10,57,0.05834352
10,60,0.06580592
10,63,0.0734182
10,66,0.08111615
10,69,0.08883955
10,72,0.09653288
10,75,0.1041458
10,78,0.1116332
10,81,0.1189558
10,84,0.1260793
10,87,0.132975
10,90,0.1396191
10,93,0.1459926
10,96,0.152081
10,99,0.1578735
10,102,0.1633634
10,105,0.168547
10,108,0.1734238
10,111,0.1779954
10,114,0.1822662
10,117,0.1862419
10,120,0.1899297
10,135,0.2043821
10,150,0.2132407
10,165,0.218018
10,180,0.2200793
10,195,0.2205082
10,210,0.2200818
10,225,0.2192916
10,240,0.218425
10,255,0.217642
10,270,0.2170188
10,285,0.2165831
10,300,0.2163357
10,315,0.2162644
10,330,0.2163516
10,345,0.2165788
10,360,0.2169281
10,375,0.2173834
10,390,0.2179306
10,405,0.2185576
10,420,0.2192538
10,435,0.2200104
10,450,0.2208197
10,465,0.2216753
10,480,0.2225714
10,495,0.2235035
10,510,0.2244671
10,525,0.2254589
10,540,0.2264756
10,555,0.2275144
10,570,0.2285729
10,585,0.2296488
10,600,0.2307403
10,615,0.2318455
10,630,0.2329628
10,645,0.2340906
10,660,0.2352276
10,675,0.2363724
10,690,0.2375239
10,705,0.2386809
10,720,0.2398422
10,735,0.2410069
10,750,0.2421738
10,765,0.2433421
10,780,0.2445109
10,795,0.2456791
10,810,0.246846
10,825,0.2480107
10,840,0.2491723
10,855,0.2503301
10,870,0.2514833
10,885,0.2526312
